Packet No,App TimeStamp,Sensor TimeStamp,Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Pz (uV),P4 (uV),O1 (uV),O2 (uV),ref (uV),AccX(mg),AccY(mg),AccZ(mg),Event A,Event B
,-583,-14,-487,-1462,-1691,-10146,,,,,,,,,,,,1,,,,,
,323,3,-1834,-4723,-7292,-13640,,,,,,,,,,,,11,,,,,
,15,,-434,-1930,-3758,-1267,,,,,,,,,,,,1,,,,,
,1743,-2,24,213,-55,3220,,,,,,,,,,,,-2,,,,,
,-1115,14,472,1282,2190,2177,,,,,,,,,,,,-14,,,,,
,12,-12,1776,5139,9013,9303,,,,,,,,,,,,-2,,,,,
,-363,-22,419,1421,2368,3848,,,,,,,,,,,,20,,,,,
,-255,24,-4,-11,-458,5325,,,,,,,,,,,,,,,,,
,431,-2,-417,-1187,-2380,-732,,,,,,,,,,,,-4,,,,,
,-10,-31,-1777,-5184,-8373,-16609,,,,,,,,,,,,-1,,,,,
,-733,,-460,-1470,-1661,-10523,,,,,,,,,,,,-6,,,,,
,3453,-1,-43,-35,168,-946,,,,,,,,,,,,-1,,,,,
,-3884,26,454,1228,1628,8803,,,,,,,,,,,,,,,,,
,354,-26,1825,5290,8096,18247,,,,,,,,,,,,-10,,,,,
,-115,12,471,1487,2249,3455,,,,,,,,,,,,-4,,,,,
,1487,-31,-11,-105,515,-6051,,,,,,,,,,,,2,,,,,
,-885,,-487,-1301,-1827,-4723,,,,,,,,,,,,12,,,,,
,-456,19,-1812,-5195,-8802,-9950,,,,,,,,,,,,7,,,,,
,352,-30,-407,-1352,-2679,-1662,,,,,,,,,,,,-4,,,,,
,-87,11,23,40,-3,-915,,,,,,,,,,,,-1,,,,,
,546,,449,1144,2662,-2546,,,,,,,,,,,,3,,,,,
,560,-11,1749,5202,8684,14021,,,,,,,,,,,,3,,,,,
,-1497,,430,1443,1776,9759,,,,,,,,,,,,-5,,,,,
,-93,9,42,49,-371,2998,,,,,,,,,,,,2,,,,,
,462,-26,-427,-1200,-2024,-4178,,,,,,,,,,,,-3,,,,,
,1995,7,-1816,-5545,-8268,-22157,,,,,,,,,,,,-17,,,,,
,1385,19,-478,-816,-910,-4069,,,,,,,,,,,,11,,,,,
,-516,-12,9,-490,-1367,3537,,,,,,,,,,,,14,,,,,
,-3186,-18,473,1351,1872,6780,,,,,,,,,,,,-4,,,,,
,4090,17,1820,5335,8487,14943,,,,,,,,,,,,-3,,,,,
,-948,-6,444,1350,2768,-1357,,,,,,,,,,,,,,,,,
,-707,-9,-38,-39,249,-2016,,,,,,,,,,,,7,,,,,
,-2802,-22,-473,-1218,-2397,1898,,,,,,,,,,,,-5,,,,,
,421,-11,-1770,-5206,-8852,-12281,,,,,,,,,,,,-4,,,,,
,563,23,-410,-1343,-2275,-5027,,,,,,,,,,,,3,,,,,
,-533,-21,,-93,523,-5799,,,,,,,,,,,,,,,,,
,259,-1,415,1185,2342,1195,,,,,,,,,,,,-9,,,,,
,-189,12,1779,5283,8102,20721,,,,,,,,,,,,4,,,,,
,293,-22,474,1443,1762,7654,,,,,,,,,,,,-4,,,,,
,-262,,16,48,-40,-350,,,,,,,,,,,,6,,,,,
,389,12,-458,-1313,-1479,-9090,,,,,,,,,,,,7,,,,,
,-297,-12,-1830,-5297,-8162,-17910,,,,,,,,,,,,1,,,,,
,599,-22,-455,-1360,-2620,644,,,,,,,,,,,,-4,,,,,
,-122,23,32,22,-410,3318,,,,,,,,,,,,-6,,,,,
,14,-2,488,1295,2030,3250,,,,,,,,,,,,-6,,,,,
,179,-19,1778,5190,8964,9862,,,,,,,,,,,,12,,,,,
,1513,19,406,1365,2508,1763,,,,,,,,,,,,3,,,,,
,-1659,-19,-7,17,-352,5002,,,,,,,,,,,,-3,,,,,
,-185,-1,-426,-1236,-2436,-16,,,,,,,,,,,,-3,,,,,
,-21,2,-1766,-5164,-8505,-15493,,,,,,,,,,,,-9,,,,,
,120,-12,-457,-1462,-1749,-9943,,,,,,,,,,,,4,,,,,
,28,-21,-32,-249,-45,-3795,,,,,,,,,,,,3,,,,,
,-461,22,436,1851,2880,10790,,,,,,,,,,,,5,,,,,
,-46,-1,1822,4649,6859,16570,,,,,,,,,,,,-5,,,,,
,-163,-18,487,1682,2467,5255,,,,,,,,,,,,8,,,,,
,44,-12,-2,-41,553,-5288,,,,,,,,,,,,,,,,,
,-176,10,-502,-1306,-1690,-6665,,,,,,,,,,,,10,,,,,
,4253,,-1820,-5218,-8782,-10604,,,,,,,,,,,,-10,,,,,
,-3925,1,-414,-1366,-2662,-890,,,,,,,,,,,,-10,,,,,
,260,-3,40,75,-68,269,,,,,,,,,,,,9,,,,,
,2,-9,435,1152,2525,-1793,,,,,,,,,,,,-4,,,,,
,842,-19,1754,5168,8762,11970,,,,,,,,,,,,-1,,,,,
,-859,41,417,1434,1888,9111,,,,,,,,,,,,,,,,,
,376,-53,38,47,-373,3797,,,,,,,,,,,,2,,,,,
,-68,2,-413,-1181,-2186,-3241,,,,,,,,,,,,1,,,,,
,118,-1,-1800,-5284,-7903,-20433,,,,,,,,,,,,10,,,,,
,720,,-473,-1466,-1881,-8165,,,,,,,,,,,,-2,,,,,
,-811,1,-26,40,-315,4583,,,,,,,,,,,,-15,,,,,
,758,-1,464,1248,1660,7359,,,,,,,,,,,,9,,,,,
,-110,7,1831,5297,8290,15760,,,,,,,,,,,,-1,,,,,
,-748,1,461,1353,2648,-539,,,,,,,,,,,,4,,,,,
,-728,-6,-34,-170,203,-4281,,,,,,,,,,,,-13,,,,,
,43,-14,-485,-882,-1684,2257,,,,,,,,,,,,7,,,,,
,161,11,-1763,-5536,-9463,-12644,,,,,,,,,,,,8,,,,,
,24,-11,-402,-1225,-2206,-3583,,,,,,,,,,,,1,,,,,
,-33,1,-13,-65,433,-4872,,,,,,,,,,,,-11,,,,,
,568,-1,416,1113,2402,-750,,,,,,,,,,,,5,,,,,
,-460,,1772,5224,8051,19372,,,,,,,,,,,,-5,,,,,
,-61,-18,477,1813,2566,10234,,,,,,,,,,,,7,,,,,
,-124,,46,-387,-1069,-1316,,,,,,,,,,,,3,,,,,
,345,,-457,-1108,-1281,-7505,,,,,,,,,,,,5,,,,,
,-20,,-1853,-5302,-7984,-19590,,,,,,,,,,,,-7,,,,,
,109,1,-473,-1395,-2585,-453,,,,,,,,,,,,-4,,,,,
,245,-1,31,36,-387,4232,,,,,,,,,,,,4,,,,,
,47,-26,489,1319,1917,4225,,,,,,,,,,,,4,,,,,
,-155,-20,1792,5164,8861,10810,,,,,,,,,,,,-7,,,,,
,-177,36,416,1341,2610,15,,,,,,,,,,,,2,,,,,
,-277,-32,-17,28,-247,3921,,,,,,,,,,,,-4,,,,,
,137,-8,-434,-1228,-2444,777,,,,,,,,,,,,-3,,,,,
,368,-9,-1755,-5146,-8616,-14382,,,,,,,,,,,,9,,,,,
,777,4,-444,-1441,-1837,-8970,,,,,,,,,,,,-12,,,,,
,-916,-11,-47,-98,453,-4723,,,,,,,,,,,,1,,,,,
,-575,7,434,1202,1743,7025,,,,,,,,,,,,,,,,,
,-105,14,1820,5402,8284,20317,,,,,,,,,,,,3,,,,,
,308,-15,490,1381,1771,5064,,,,,,,,,,,,4,,,,,
,-207,1,-16,-17,444,-4206,,,,,,,,,,,,,,,,,
,97,-18,-487,-1323,-1551,-8255,,,,,,,,,,,,1,,,,,
,-201,6,-1822,-5207,-8647,-11780,,,,,,,,,,,,1,,,,,
,-1,-2,-412,-1393,-2716,-107,,,,,,,,,,,,-1,,,,,
,155,-3,45,93,-188,1092,,,,,,,,,,,,-1,,,,,
,402,-10,444,1185,2420,-628,,,,,,,,,,,,3,,,,,
,-96,11,1751,5129,8894,10354,,,,,,,,,,,,-9,,,,,
,261,2,420,1223,1621,7093,,,,,,,,,,,,-9,,,,,
,35,-35,24,643,771,6819,,,,,,,,,,,,8,,,,,
,69,,-404,-1720,-3329,-4190,,,,,,,,,,,,5,,,,,
,1951,3,-1791,-5144,-7845,-18984,,,,,,,,,,,,,,,,,
,-2628,18,-482,-1413,-1681,-9464,,,,,,,,,,,,5,,,,,
,369,-20,-38,1,-199,3140,,,,,,,,,,,,-7,,,,,
,-23,6,467,1228,1658,8077,,,,,,,,,,,,-7,,,,,
,151,-16,1844,5317,8202,16763,,,,,,,,,,,,11,,,,,
,-25,10,449,1403,2555,666,,,,,,,,,,,,1,,,,,
,-133,-9,-25,-102,488,-5304,,,,,,,,,,,,-11,,,,,
,44,9,-484,-1225,-2183,-464,,,,,,,,,,,,,,,,,
,-529,-4,-1791,-5223,-8877,-10693,,,,,,,,,,,,6,,,,,
,104,-5,-397,-1300,-2519,-3107,,,,,,,,,,,,3,,,,,
,-75,-4,12,-26,339,-3612,,,,,,,,,,,,-14,,,,,
,284,-19,417,1128,2592,-1999,,,,,,,,,,,,3,,,,,
,3149,7,1771,5251,8322,18131,,,,,,,,,,,,10,,,,,
,-3865,-5,467,1422,1777,9303,,,,,,,,,,,,-8,,,,,
,564,-2,14,92,-286,1635,,,,,,,,,,,,-7,,,,,
,125,2,-445,-1274,-1758,-6939,,,,,,,,,,,,,,,,,
,-258,-1,-1817,-5335,-7883,-21019,,,,,,,,,,,,10,,,,,
,218,-18,-483,-1376,-2382,-1982,,,,,,,,,,,,5,,,,,
,-64,11,9,6,-451,4905,,,,,,,,,,,,3,,,,,
,564,6,510,1357,1831,5174,,,,,,,,,,,,-3,,,,,
,-271,-43,1802,5198,8717,12112,,,,,,,,,,,,9,,,,,
,-215,29,411,1314,2726,-1304,,,,,,,,,,,,-6,,,,,
,591,9,-27,-8,-140,2130,,,,,,,,,,,,-10,,,,,
,-497,-17,-448,-1349,-2721,1025,,,,,,,,,,,,7,,,,,
,-153,5,-1763,-4638,-7672,-11398,,,,,,,,,,,,6,,,,,
,-154,2,-425,-1965,-3102,-9885,,,,,,,,,,,,,,,,,
,-42,-47,-30,68,896,-5157,,,,,,,,,,,,5,,,,,
,1833,3,412,1245,2017,5519,,,,,,,,,,,,-5,,,,,
,-1727,5,1807,5234,7977,20444,,,,,,,,,,,,-7,,,,,
,515,12,494,1517,1920,6366,,,,,,,,,,,,-9,,,,,
,-354,-18,25,-16,250,-2968,,,,,,,,,,,,3,,,,,
,-179,,-498,-1337,-1426,-9341,,,,,,,,,,,,5,,,,,
,-17,-10,-1825,-5237,-8490,-13608,,,,,,,,,,,,14,,,,,
,257,-10,-428,-1379,-2727,579,,,,,,,,,,,,-12,,,,,
,-36,20,33,85,-323,1953,,,,,,,,,,,,1,,,,,
,100,-25,454,1250,2336,816,,,,,,,,,,,,-4,,,,,
,-181,-5,1770,5111,8992,9314,,,,,,,,,,,,-9,,,,,
,12,2,413,1422,2162,6001,,,,,,,,,,,,11,,,,,
,304,-1,13,10,-454,5198,,,,,,,,,,,,3,,,,,
,193,-15,-412,-1152,-2321,-1398,,,,,,,,,,,,-7,,,,,
,-89,15,-1790,-5246,-8234,-18004,,,,,,,,,,,,-3,,,,,
,155,-1,-473,-1517,-1720,-10631,,,,,,,,,,,,-4,,,,,
,-330,-2,-33,27,-3,1294,,,,,,,,,,,,6,,,,,
,40,-9,470,1255,1661,8802,,,,,,,,,,,,6,,,,,
,120,-19,1845,5289,8131,17459,,,,,,,,,,,,-6,,,,,
,1627,-1,456,1436,2381,2043,,,,,,,,,,,,5,,,,,
,-1783,14,-46,-107,549,-6112,,,,,,,,,,,,6,,,,,
,2457,-26,-475,-1230,-2014,-2410,,,,,,,,,,,,-1,,,,,
,-2352,11,-1786,-5292,-8957,-10241,,,,,,,,,,,,-14,,,,,
,-451,-11,-413,-1321,-2602,-2553,,,,,,,,,,,,1,,,,,
,828,15,19,388,889,-633,,,,,,,,,,,,4,,,,,
,-912,,424,644,1739,-4475,,,,,,,,,,,,,,,,,
,92,-10,1761,5376,8760,16716,,,,,,,,,,,,4,,,,,
,84,1,453,1452,1779,9817,,,,,,,,,,,,4,,,,,
,-17,-1,36,52,-341,2245,,,,,,,,,,,,4,,,,,
,132,,-426,-1205,-1835,-5438,,,,,,,,,,,,-5,,,,,
,-471,-10,-1810,-5330,-7870,-21558,,,,,,,,,,,,-6,,,,,
,225,11,-492,-1395,-2226,-4025,,,,,,,,,,,,-8,,,,,
,415,-2,-1,6,-398,5377,,,,,,,,,,,,10,,,,,
,-235,8,488,1288,1708,5747,,,,,,,,,,,,10,,,,,
,286,-13,1824,5260,8569,13489,,,,,,,,,,,,-8,,,,,
,-114,1,429,1323,2782,-1657,,,,,,,,,,,,,,,,,
,61,-15,-52,9,93,314,,,,,,,,,,,,8,,,,,
,-386,-1,-465,-1264,-2496,1885,,,,,,,,,,,,-13,,,,,
,481,-4,-1748,-5181,-8757,-12979,,,,,,,,,,,,-3,,,,,
,470,-1,-420,-1382,-2172,-6317,,,,,,,,,,,,3,,,,,
,-511,1,-21,-66,583,-6147,,,,,,,,,,,,3,,,,,
,948,1,410,1233,2202,3510,,,,,,,,,,,,7,,,,,
,-854,,1793,5207,8000,20767,,,,,,,,,,,,-10,,,,,
,2368,-34,487,1505,1833,6956,,,,,,,,,,,,8,,,,,
,-2313,4,24,58,120,-1506,,,,,,,,,,,,-3,,,,,
,-817,6,-474,-1405,-1531,-9778,,,,,,,,,,,,,,,,,
,-150,-6,-1830,-5104,-8045,-15190,,,,,,,,,,,,-8,,,,,
,78,31,-442,-1543,-2976,290,,,,,,,,,,,,-9,,,,,
,-24,-31,41,-130,-709,1926,,,,,,,,,,,,10,,,,,
,-108,3,475,1943,3385,4534,,,,,,,,,,,,1,,,,,
,396,-16,1761,4551,7913,7152,,,,,,,,,,,,-1,,,,,
,-460,-2,403,1518,2592,4261,,,,,,,,,,,,-7,,,,,
,2145,2,5,76,-346,5591,,,,,,,,,,,,13,,,,,
,-1614,-5,-422,-1203,-2407,-727,,,,,,,,,,,,6,,,,,
,-380,-17,-1764,-5208,-8377,-16587,,,,,,,,,,,,-8,,,,,
,687,22,-466,-1506,-1693,-10792,,,,,,,,,,,,15,,,,,
,-229,-32,-34,6,185,-828,,,,,,,,,,,,-4,,,,,
,-231,10,449,1235,1656,8879,,,,,,,,,,,,-6,,,,,
,760,3,1835,5288,8042,18299,,,,,,,,,,,,-6,,,,,
,-141,-3,455,1469,2280,5114,,,,,,,,,,,,2,,,,,
,-572,,-14,-70,578,-4134,,,,,,,,,,,,-11,,,,,
,549,-9,-504,-1299,-1858,-8105,,,,,,,,,,,,-4,,,,,
,-803,-13,-1797,-5230,-8862,-10383,,,,,,,,,,,,12,,,,,
,-15,-6,-403,-1335,-2636,-2088,,,,,,,,,,,,-3,,,,,
,-27,-3,25,68,40,-3833,,,,,,,,,,,,-2,,,,,
,92,,428,1121,2655,-7041,,,,,,,,,,,,4,,,,,
,-131,-13,1766,5198,8631,21410,,,,,,,,,,,,2,,,,,
,37,13,455,1427,1785,18653,,,,,,,,,,,,8,,,,,
,4066,8,19,92,-380,6910,,,,,,,,,,,,-8,,,,,
,-3892,-17,-421,-1208,-2021,-6073,,,,,,,,,,,,-1,,,,,
,-130,1,-1805,-5393,-7949,-39466,,,,,,,,,,,,10,,,,,
,41,-22,-487,-1287,-1780,-12219,,,,,,,,,,,,-12,,,,,
,-41,4,-8,-119,-646,10015,,,,,,,,,,,,5,,,,,
,639,18,489,1284,1723,12507,,,,,,,,,,,,2,,,,,
,-344,-32,1830,5186,8173,25347,,,,,,,,,,,,13,,,,,
,-37,10,419,1890,3846,1006,,,,,,,,,,,,-11,,,,,
,445,4,-20,-649,-904,-9871,,,,,,,,,,,,-3,,,,,
,-111,-13,-477,-1040,-2086,6590,,,,,,,,,,,,-9,,,,,
,177,,-1770,-5188,-8830,-19515,,,,,,,,,,,,-1,,,,,
,-96,,-421,-1310,-2284,-9480,,,,,,,,,,,,-1,,,,,
,-317,-12,-22,-94,578,-11954,,,,,,,,,,,,9,,,,,
,-650,10,418,1159,2347,-93,,,,,,,,,,,,,,,,,
,197,-3,1797,5284,8082,37570,,,,,,,,,,,,11,,,,,
,-165,-25,483,1449,1792,15707,,,,,,,,,,,,1,,,,,
,285,11,20,71,-63,-1344,,,,,,,,,,,,-9,,,,,
,550,-10,-463,-1324,-1483,-16494,,,,,,,,,,,,,,,,,
,-141,8,-1828,-5288,-8125,-30284,,,,,,,,,,,,-7,,,,,
,-68,2,-458,-1367,-2644,1551,,,,,,,,,,,,8,,,,,
,-453,-11,34,16,-422,6581,,,,,,,,,,,,-7,,,,,
,-506,-20,477,1312,2068,5290,,,,,,,,,,,,-2,,,,,
,75,-1,1784,5138,8920,13224,,,,,,,,,,,,4,,,,,
,-191,2,416,1383,2517,2149,,,,,,,,,,,,7,,,,,
,-31,-1,-14,19,-352,8524,,,,,,,,,,,,7,,,,,
,721,-12,-428,-1218,-2445,2229,,,,,,,,,,,,9,,,,,
,-138,13,-1762,-5160,-8494,-23099,,,,,,,,,,,,-1,,,,,
,1926,-1,-450,-1455,-1743,-16209,,,,,,,,,,,,-3,,,,,
,-1546,-16,-42,-63,307,-5408,,,,,,,,,,,,-18,,,,,
,351,-13,443,1247,1738,12543,,,,,,,,,,,,-4,,,,,
,1555,27,1833,5263,8035,36535,,,,,,,,,,,,-3,,,,,
,-1926,-29,467,1277,1720,28180,,,,,,,,,,,,3,,,,,
,3663,2,-29,521,1582,21376,,,,,,,,,,,,7,,,,,
,-3892,,-484,-1791,-2602,-46481,,,,,,,,,,,,5,,,,,
,279,-2,-1801,-5150,-8612,-46210,,,,,,,,,,,,3,,,,,
,-205,-8,-413,-1334,-2619,1863,,,,,,,,,,,,-2,,,,,
,64,10,33,92,-94,4459,,,,,,,,,,,,-6,,,,,
,19,,431,1159,2587,-4245,,,,,,,,,,,,5,,,,,
,-210,-1,1764,5182,8841,18741,,,,,,,,,,,,-2,,,,,
,-4,-8,425,1415,1814,18192,,,,,,,,,,,,-11,,,,,
,-264,-22,25,15,-412,9251,,,,,,,,,,,,-6,,,,,
,420,3,-412,-1133,-2131,-1933,,,,,,,,,,,,7,,,,,
,-237,-4,-1796,-5312,-7934,-41348,,,,,,,,,,,,4,,,,,
,196,-3,-487,-1471,-1891,-7957,,,,,,,,,,,,-1,,,,,
,21,2,-15,30,-309,10101,,,,,,,,,,,,-9,,,,,
,-91,-12,469,1243,1624,7434,,,,,,,,,,,,5,,,,,
,828,1,1838,5322,8318,16071,,,,,,,,,,,,10,,,,,
,-621,-17,440,1373,2688,-569,,,,,,,,,,,,-5,,,,,
,589,-5,-30,-92,371,-3927,,,,,,,,,,,,-4,,,,,
,16,5,-478,-1211,-2291,1082,,,,,,,,,,,,2,,,,,
,1617,17,-1764,-5229,-8866,-11490,,,,,,,,,,,,,,,,,
,-2102,-30,-406,-1303,-2415,-3937,,,,,,,,,,,,4,,,,,
,2478,,-7,-55,458,-4964,,,,,,,,,,,,-3,,,,,
,-3115,4,416,1165,2508,-596,,,,,,,,,,,,-1,,,,,
,255,-4,1762,5240,8143,19722,,,,,,,,,,,,2,,,,,
,816,13,488,1452,1787,8597,,,,,,,,,,,,3,,,,,
,-812,-30,42,85,-165,691,,,,,,,,,,,,-2,,,,,
,-30,4,-480,-1524,-2016,-9155,,,,,,,,,,,,-3,,,,,
,-38,-31,-1838,-4666,-6793,-17203,,,,,,,,,,,,-3,,,,,
,213,44,-453,-1957,-3678,-2694,,,,,,,,,,,,1,,,,,
,-187,-55,24,176,-101,4815,,,,,,,,,,,,1,,,,,
,-67,40,480,1327,1909,4399,,,,,,,,,,,,1,,,,,
,68,-39,1794,5184,8883,10747,,,,,,,,,,,,-8,,,,,
,148,34,408,1347,2662,-87,,,,,,,,,,,,13,,,,,
,113,-43,-15,41,-229,4078,,,,,,,,,,,,4,,,,,
,907,10,-425,-1270,-2510,795,,,,,,,,,,,,-19,,,,,
,-534,-15,-1781,-5172,-8637,-14523,,,,,,,,,,,,9,,,,,
,-246,15,-428,-1400,-1808,-8978,,,,,,,,,,,,6,,,,,
,-347,-15,-22,-85,459,-4711,,,,,,,,,,,,-10,,,,,
,666,-15,420,1255,1858,7294,,,,,,,,,,,,2,,,,,
,-13,-3,1803,5235,7988,19827,,,,,,,,,,,,,,,,,
,-365,2,491,1513,2014,5501,,,,,,,,,,,,-2,,,,,
,1968,,11,-51,376,-4358,,,,,,,,,,,,7,,,,,
,-2326,11,-490,-1337,-1569,-8291,,,,,,,,,,,,-5,,,,,
,39,-12,-1827,-5200,-8645,-11788,,,,,,,,,,,,8,,,,,
,1308,,-430,-1400,-2723,-44,,,,,,,,,,,,-10,,,,,
,-1326,1,35,102,-211,1120,,,,,,,,,,,,-2,,,,,
,-484,-20,466,1214,2506,-604,,,,,,,,,,,,5,,,,,
,703,-13,1754,5120,8905,10324,,,,,,,,,,,,4,,,,,
,-532,3,422,1426,1999,7847,,,,,,,,,,,,-4,,,,,
,282,12,18,18,-438,4607,,,,,,,,,,,,-5,,,,,
,-222,,-402,-1141,-2216,-2106,,,,,,,,,,,,2,,,,,
,328,-3,-1808,-5324,-8185,-19621,,,,,,,,,,,,6,,,,,
,-404,-9,-473,-1589,-1972,-10312,,,,,,,,,,,,-3,,,,,
,-31,-19,-33,526,805,5271,,,,,,,,,,,,-7,,,,,
,373,-2,478,708,596,6139,,,,,,,,,,,,2,,,,,
,828,-12,1831,5484,8533,17407,,,,,,,,,,,,4,,,,,
,-418,-2,452,1401,2560,700,,,,,,,,,,,,-5,,,,,
,-394,4,-36,-98,540,-5107,,,,,,,,,,,,21,,,,,
,819,18,-464,-1232,-2218,-651,,,,,,,,,,,,,,,,,
,-794,-20,-1795,-5225,-8876,-11869,,,,,,,,,,,,-3,,,,,
,162,11,-405,-1300,-2490,-15579,,,,,,,,,,,,,,,,,
,1353,-9,,-23,284,-27609,,,,,,,,,,,,-10,,,,,
,-1573,-21,420,1142,2626,-27263,,,,,,,,,,,,-1,,,,,
,-283,19,1788,5245,8296,75084,,,,,,,,,,,,4,,,,,
,-177,-30,452,1433,1765,70693,,,,,,,,,,,,,,,,,
,298,2,38,102,-226,13773,,,,,,,,,,,,4,,,,,
,-27,8,-443,-1299,-1804,-25979,,,,,,,,,,,,2,,,,,
,-2,-10,-1828,-5301,-7843,-107987,,,,,,,,,,,,-4,,,,,
,-154,12,-472,-1385,-2359,-36697,,,,,,,,,,,,-3,,,,,
,197,-2,28,-5,-481,32420,,,,,,,,,,,,-9,,,,,
,97,-31,482,1325,1828,27533,,,,,,,,,,,,7,,,,,
,-168,22,1798,5187,8676,60433,,,,,,,,,,,,2,,,,,
,238,,414,1358,2769,632,,,,,,,,,,,,-4,,,,,
,106,-33,-29,35,-71,6144,,,,,,,,,,,,5,,,,,
,-495,2,-435,-1259,-2509,27402,,,,,,,,,,,,-6,,,,,
,653,-1,-1761,-5153,-8693,-57451,,,,,,,,,,,,11,,,,,
,545,13,-451,-1419,-2010,-63153,,,,,,,,,,,,-1,,,,,
,286,-13,-26,-304,115,-62189,,,,,,,,,,,,-7,,,,,
,-928,-21,422,1836,3162,21481,,,,,,,,,,,,2,,,,,
,226,1,1810,4712,7004,122116,,,,,,,,,,,,3,,,,,
,82,1,480,1600,2091,75660,,,,,,,,,,,,2,,,,,
,-663,20,9,36,335,-803,,,,,,,,,,,,-9,,,,,
,-8,-31,-484,-1347,-1486,-64102,,,,,,,,,,,,4,,,,,
,15,30,-1821,-5210,-8481,-91379,,,,,,,,,,,,-1,,,,,
,-223,-30,-425,-1391,-2701,-10998,,,,,,,,,,,,-3,,,,,
,145,-1,36,94,-314,20163,,,,,,,,,,,,-2,,,,,
,-230,13,451,1228,2321,2748,,,,,,,,,,,,13,,,,,
,62,-12,1784,5130,9031,32140,,,,,,,,,,,,-14,,,,,
,1994,-20,403,1388,2123,40923,,,,,,,,,,,,15,,,,,
,-1316,,8,40,-418,48064,,,,,,,,,,,,-1,,,,,
,1237,13,-420,-1157,-2328,18312,,,,,,,,,,,,-16,,,,,
,-1655,-25,-1767,-5356,-8469,-98264,,,,,,,,,,,,5,,,,,
,158,11,-464,-1152,-1052,-96257,,,,,,,,,,,,4,,,,,
,-220,-9,-44,-320,-590,-17047,,,,,,,,,,,,-8,,,,,
,380,10,448,1314,1778,54440,,,,,,,,,,,,4,,,,,
,-228,-11,1842,5318,8142,104196,,,,,,,,,,,,12,,,,,
,557,1,463,1417,2383,34302,,,,,,,,,,,,-7,,,,,
,-533,-23,-30,-80,610,-44775,,,,,,,,,,,,,,,,,
,488,2,-482,-1232,-2040,-19116,,,,,,,,,,,,6,,,,,
,-215,1,-1795,-5239,-8878,-25058,,,,,,,,,,,,-4,,,,,
,-312,-13,-408,-1333,-2602,-9394,,,,,,,,,,,,3,,,,,
,-133,2,37,40,191,-5815,,,,,,,,,,,,-1,,,,,
,353,10,415,1100,2647,-12077,,,,,,,,,,,,-3,,,,,
,-557,-2,1776,5039,8112,38407,,,,,,,,,,,,5,,,,,
,8,3,441,2049,2904,38482,,,,,,,,,,,,,,,,,
,-16,-11,34,-510,-1454,-1932,,,,,,,,,,,,1,,,,,
,1814,-1,-452,-1081,-1563,-10698,,,,,,,,,,,,,,,,,
,-1898,-15,-1819,-5306,-7824,-49416,,,,,,,,,,,,-10,,,,,
,2287,-1,-474,-1405,-2214,-1037,,,,,,,,,,,,13,,,,,
,-2055,-15,3,13,-467,11872,,,,,,,,,,,,-7,,,,,
,-113,2,500,1301,1761,6080,,,,,,,,,,,,5,,,,,
,321,,1821,5239,8575,13418,,,,,,,,,,,,-3,,,,,
,177,10,410,1341,2793,-1597,,,,,,,,,,,,1,,,,,
,843,-10,-43,-12,46,324,,,,,,,,,,,,1,,,,,
,-457,,-452,-1229,-2444,1995,,,,,,,,,,,,,,,,,
,-116,-23,-1743,-5187,-8781,-13150,,,,,,,,,,,,-5,,,,,
,2,22,-415,-1344,-2117,-6334,,,,,,,,,,,,-8,,,,,
,-147,-2,-37,-99,562,-6056,,,,,,,,,,,,12,,,,,
,2272,-30,411,1197,2165,3541,,,,,,,,,,,,,,,,,
,-2363,2,1794,5239,8015,20830,,,,,,,,,,,,-3,,,,,
,2897,,481,1488,1869,6844,,,,,,,,,,,,-1,,,,,
,-3132,10,33,32,107,-1679,,,,,,,,,,,,-7,,,,,
,756,1,-475,-1351,-1488,-9470,,,,,,,,,,,,-5,,,,,
,-838,-3,-1830,-5209,-8299,-15583,,,,,,,,,,,,-2,,,,,
,-308,-30,-449,-1409,-2718,840,,,,,,,,,,,,10,,,,,
,176,2,24,44,-350,2502,,,,,,,,,,,,1,,,,,
,-293,18,497,1285,2180,2044,,,,,,,,,,,,1,,,,,
,288,-19,1761,5145,9048,9307,,,,,,,,,,,,-10,,,,,
,323,2,418,1357,2244,3864,,,,,,,,,,,,4,,,,,
,-304,,-10,-112,-648,4843,,,,,,,,,,,,-2,,,,,
,-176,-12,-436,-673,-1404,1304,,,,,,,,,,,,10,,,,,
,-43,,-1758,-5712,-9391,-18809,,,,,,,,,,,,3,,,,,
,467,7,-455,-1340,-1399,-9993,,,,,,,,,,,,-15,,,,,
,-259,-7,-39,-2,169,-727,,,,,,,,,,,,4,,,,,
,95,-16,445,1254,1672,8917,,,,,,,,,,,,3,,,,,
,3667,6,1841,5269,8088,18058,,,,,,,,,,,,-2,,,,,
,-3852,-14,463,1476,2274,3374,,,,,,,,,,,,9,,,,,
,235,22,-32,-108,512,-6071,,,,,,,,,,,,8,,,,,
,-78,-28,-490,-1284,-1866,-4551,,,,,,,,,,,,-10,,,,,
,-230,19,-1809,-5199,-8810,-9944,,,,,,,,,,,,-8,,,,,
,1016,-18,-404,-1357,-2639,-1693,,,,,,,,,,,,6,,,,,
,-1308,18,39,60,36,-1024,,,,,,,,,,,,7,,,,,
