Packet No,App TimeStamp,Sensor TimeStamp,Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Pz (uV),P4 (uV),O1 (uV),O2 (uV),ref (uV),AccX(mg),AccY(mg),AccZ(mg),Event A,Event B
,1944,-13,485,1299,1496,16728,,,,,,,,,,,,-5,,,,,
,1805,13,25,636,989,5219,,,,,,,,,,,,7,,,,,
,-3824,-12,-461,-1906,-2621,-22965,,,,,,,,,,,,7,,,,,
,4543,1,-1830,-5106,-7749,-31853,,,,,,,,,,,,,,,,,
,-2083,-20,-451,-1356,-2599,1374,,,,,,,,,,,,-15,,,,,
,-1656,27,32,12,-401,7628,,,,,,,,,,,,-1,,,,,
,-811,-28,484,1308,1979,5742,,,,,,,,,,,,7,,,,,
,208,-12,1775,5159,8924,15412,,,,,,,,,,,,9,,,,,
,-145,2,406,1378,2574,1184,,,,,,,,,,,,-5,,,,,
,145,,-16,25,-334,8516,,,,,,,,,,,,2,,,,,
,277,9,-435,-1224,-2439,1577,,,,,,,,,,,,8,,,,,
,-192,-9,-1754,-5165,-8538,-23188,,,,,,,,,,,,-17,,,,,
,-280,-21,-431,-1457,-1794,-17099,,,,,,,,,,,,3,,,,,
,458,20,-44,-56,394,-7597,,,,,,,,,,,,,,,,,
,64,1,437,1238,1751,13146,,,,,,,,,,,,-10,,,,,
,-564,-32,1825,5244,8002,32315,,,,,,,,,,,,7,,,,,
,1002,10,474,1528,2113,8557,,,,,,,,,,,,,,,,,
,-1319,2,-16,-86,423,-9529,,,,,,,,,,,,-8,,,,,
,-51,-11,-485,-1310,-1605,-12103,,,,,,,,,,,,9,,,,,
,1491,9,-1808,-5189,-8715,-16139,,,,,,,,,,,,11,,,,,
,-74,2,-410,-1391,-2713,-700,,,,,,,,,,,,-14,,,,,
,-490,-11,28,64,-171,1091,,,,,,,,,,,,1,,,,,
,1751,2,444,1182,2554,-3541,,,,,,,,,,,,3,,,,,
,-1745,-1,1760,5177,8882,16499,,,,,,,,,,,,,,,,,
,-127,-21,431,1436,1906,15206,,,,,,,,,,,,7,,,,,
,758,3,19,-10,-481,7430,,,,,,,,,,,,-1,,,,,
,-794,-13,-440,-1278,-2437,-2887,,,,,,,,,,,,2,,,,,
,-212,,-1784,-4782,-6975,-28800,,,,,,,,,,,,-6,,,,,
,309,-1,-469,-1995,-2887,-22244,,,,,,,,,,,,-7,,,,,
,-136,12,-17,196,47,8240,,,,,,,,,,,,8,,,,,
,-551,1,464,1223,1664,13444,,,,,,,,,,,,-2,,,,,
,495,-13,1831,5325,8261,27241,,,,,,,,,,,,-3,,,,,
,231,1,461,1364,2627,-692,,,,,,,,,,,,5,,,,,
,-24,-3,-37,-90,459,-8805,,,,,,,,,,,,,,,,,
,511,-30,-489,-1238,-2319,2355,,,,,,,,,,,,-14,,,,,
,1230,9,-1767,-5185,-8827,-17007,,,,,,,,,,,,5,,,,,
,123,-13,-410,-1300,-2429,-6875,,,,,,,,,,,,4,,,,,
,-1051,18,-6,-50,407,-8891,,,,,,,,,,,,-8,,,,,
,-220,-11,421,1149,2520,-4485,,,,,,,,,,,,11,,,,,
,7316,-8,1770,5263,8191,34090,,,,,,,,,,,,2,,,,,
,-3773,-3,476,1408,1740,18083,,,,,,,,,,,,-2,,,,,
,-1735,24,31,108,-133,1960,,,,,,,,,,,,-12,,,,,
,-893,-14,-464,-1282,-1661,-14271,,,,,,,,,,,,1,,,,,
,403,-7,-1832,-5321,-7974,-36111,,,,,,,,,,,,-2,,,,,
,-2552,-14,-460,-1362,-2468,-1686,,,,,,,,,,,,12,,,,,
,52,-10,21,-8,-461,9053,,,,,,,,,,,,-2,,,,,
,4,11,499,1337,1908,7741,,,,,,,,,,,,9,,,,,
,-370,,1796,5169,8782,17976,,,,,,,,,,,,2,,,,,
,510,-11,407,1341,2702,-1742,,,,,,,,,,,,-7,,,,,
,100,-21,-36,20,-184,6527,,,,,,,,,,,,-1,,,,,
,168,1,-430,-1240,-2490,3922,,,,,,,,,,,,7,,,,,
,-417,20,-1748,-5370,-9056,-22831,,,,,,,,,,,,-5,,,,,
,181,-21,-438,-767,-651,-10301,,,,,,,,,,,,-2,,,,,
,719,1,-36,-720,-724,-17612,,,,,,,,,,,,3,,,,,
,-58,-10,427,1419,2255,12328,,,,,,,,,,,,2,,,,,
,-151,23,1810,5238,7996,33225,,,,,,,,,,,,-5,,,,,
,238,-24,491,1546,2017,10830,,,,,,,,,,,,-6,,,,,
,-214,-2,6,-10,370,-6624,,,,,,,,,,,,5,,,,,
,540,3,-495,-1348,-1547,-14892,,,,,,,,,,,,6,,,,,
,-532,-3,-1823,-5216,-8603,-19022,,,,,,,,,,,,-6,,,,,
,320,2,-419,-1413,-2743,591,,,,,,,,,,,,1,,,,,
,-201,-24,32,106,-205,2992,,,,,,,,,,,,9,,,,,
,58,4,453,1220,2431,-1607,,,,,,,,,,,,-18,,,,,
,2125,,1760,5114,8910,14372,,,,,,,,,,,,-2,,,,,
,490,-11,411,1435,2044,13193,,,,,,,,,,,,8,,,,,
,-3344,9,18,16,-419,9959,,,,,,,,,,,,12,,,,,
,50,3,-405,-1162,-2280,-1585,,,,,,,,,,,,1,,,,,
,-153,-11,-1792,-5254,-8120,-32985,,,,,,,,,,,,2,,,,,
,3,-2,-482,-1488,-1760,-19468,,,,,,,,,,,,-10,,,,,
,74,1,-27,12,-106,5066,,,,,,,,,,,,6,,,,,
,-54,,468,1247,1643,15045,,,,,,,,,,,,-11,,,,,
,315,-32,1827,5290,8158,29244,,,,,,,,,,,,-4,,,,,
,484,2,449,1412,2514,2128,,,,,,,,,,,,13,,,,,
,-201,12,-16,-64,551,-11685,,,,,,,,,,,,-10,,,,,
,308,-2,-487,-1248,-2176,-790,,,,,,,,,,,,-11,,,,,
,173,,-1770,-5218,-8839,-16176,,,,,,,,,,,,14,,,,,
,-167,-12,-426,-1362,-2631,-5831,,,,,,,,,,,,-2,,,,,
,428,-17,21,-86,92,-7239,,,,,,,,,,,,7,,,,,
,134,7,418,1599,3574,-2495,,,,,,,,,,,,1,,,,,
,-777,-10,1763,4712,7314,26488,,,,,,,,,,,,-11,,,,,
,353,6,456,1589,2067,20656,,,,,,,,,,,,-5,,,,,
,-96,-8,39,103,-235,3130,,,,,,,,,,,,6,,,,,
,-66,,-437,-1255,-1771,-11783,,,,,,,,,,,,-3,,,,,
,2385,23,-1834,-5337,-7886,-36125,,,,,,,,,,,,8,,,,,
,-2862,-11,-480,-1402,-2355,-4568,,,,,,,,,,,,-1,,,,,
,2270,-16,17,24,-434,9567,,,,,,,,,,,,-13,,,,,
,-2103,2,483,1210,1619,7986,,,,,,,,,,,,6,,,,,
,-774,13,1816,5481,9140,21678,,,,,,,,,,,,5,,,,,
,471,-18,424,1149,2451,-4321,,,,,,,,,,,,3,,,,,
,-206,1,-20,10,-85,2216,,,,,,,,,,,,-12,,,,,
,599,,-449,-1212,-2433,4565,,,,,,,,,,,,3,,,,,
,-454,1,-1769,-5174,-8745,-20620,,,,,,,,,,,,-1,,,,,
,308,-30,-435,-1359,-2007,-12253,,,,,,,,,,,,8,,,,,
,260,3,-25,-122,536,-10442,,,,,,,,,,,,4,,,,,
,-406,16,430,1231,2064,7214,,,,,,,,,,,,-6,,,,,
,24,,1804,5239,8027,32830,,,,,,,,,,,,-1,,,,,
,-28,-33,478,1514,1882,11206,,,,,,,,,,,,9,,,,,
,21,-4,19,8,222,-4033,,,,,,,,,,,,-4,,,,,
,226,-13,-487,-1355,-1499,-15880,,,,,,,,,,,,1,,,,,
,-315,14,-1830,-5240,-8445,-22549,,,,,,,,,,,,2,,,,,
,2169,-13,-432,-1374,-2677,1802,,,,,,,,,,,,-4,,,,,
,-1327,14,36,82,-315,3613,,,,,,,,,,,,5,,,,,
,264,-14,472,1030,1856,-656,,,,,,,,,,,,-4,,,,,
,2712,,1761,5730,10148,18954,,,,,,,,,,,,4,,,,,
,-3863,4,420,882,1208,5649,,,,,,,,,,,,12,,,,,
,36,2,3,110,-256,10625,,,,,,,,,,,,-2,,,,,
,586,-27,-431,-1131,-2271,-118,,,,,,,,,,,,-12,,,,,
,-1135,1,-1771,-5228,-8252,-30382,,,,,,,,,,,,-11,,,,,
,531,3,-461,-1491,-1718,-21439,,,,,,,,,,,,9,,,,,
,-36,3,-39,-4,35,1273,,,,,,,,,,,,11,,,,,
,-210,-17,454,1259,1667,16581,,,,,,,,,,,,-14,,,,,
,13,-18,1827,5272,8097,31552,,,,,,,,,,,,2,,,,,
,438,18,461,1439,2355,4821,,,,,,,,,,,,6,,,,,
,67,-16,-18,-93,559,-12903,,,,,,,,,,,,6,,,,,
,18,,-480,-1250,-1988,-5064,,,,,,,,,,,,-14,,,,,
,250,-1,-1788,-5217,-8843,-15529,,,,,,,,,,,,-9,,,,,
,-30,-1,-420,-1314,-2575,-3972,,,,,,,,,,,,-6,,,,,
,-141,2,23,7,108,-3863,,,,,,,,,,,,5,,,,,
,-231,-1,448,1122,2628,-7463,,,,,,,,,,,,19,,,,,
,328,2,1754,5255,8566,26835,,,,,,,,,,,,1,,,,,
,249,-30,448,1404,1730,20818,,,,,,,,,,,,4,,,,,
,-81,17,34,80,-320,6160,,,,,,,,,,,,-6,,,,,
,-714,-19,-453,-1209,-1917,-8543,,,,,,,,,,,,-1,,,,,
,2861,17,-1813,-5332,-7872,-40867,,,,,,,,,,,,-2,,,,,
,-2815,-13,-461,-1418,-2163,-10513,,,,,,,,,,,,,,,,,
,1134,-2,-10,19,-437,11608,,,,,,,,,,,,-3,,,,,
,-1292,-3,489,1298,1720,11101,,,,,,,,,,,,,,,,,
,-162,-9,1816,5246,8511,24287,,,,,,,,,,,,1,,,,,
,-147,8,410,1129,2446,-5578,,,,,,,,,,,,-8,,,,,
,-43,-17,-37,588,1279,2530,,,,,,,,,,,,12,,,,,
,1762,17,-458,-1845,-3619,2375,,,,,,,,,,,,-9,,,,,
,741,3,-1753,-4993,-8447,-20207,,,,,,,,,,,,13,,,,,
,1762,-33,-421,-1367,-2211,-11480,,,,,,,,,,,,3,,,,,
,-3857,6,-11,9,768,-12778,,,,,,,,,,,,-3,,,,,
,-189,-19,418,1094,2018,1965,,,,,,,,,,,,-1,,,,,
,-101,26,1793,5282,8109,40447,,,,,,,,,,,,-3,,,,,
,272,-8,485,1462,1810,16455,,,,,,,,,,,,-12,,,,,
,-149,-16,24,54,69,-2462,,,,,,,,,,,,7,,,,,
,-78,-18,-481,-1331,-1421,-19583,,,,,,,,,,,,-3,,,,,
,-118,5,-1837,-5267,-8293,-31307,,,,,,,,,,,,7,,,,,
,162,-1,-442,-1373,-2684,2265,,,,,,,,,,,,2,,,,,
,48,-4,43,61,-356,6648,,,,,,,,,,,,-1,,,,,
,-288,-14,469,1260,2096,3754,,,,,,,,,,,,-2,,,,,
,-119,4,1786,5154,9011,15093,,,,,,,,,,,,8,,,,,
,1054,9,408,1409,2389,6338,,,,,,,,,,,,-7,,,,,
,-866,2,-6,19,-393,11823,,,,,,,,,,,,-7,,,,,
,-38,,-423,-1209,-2423,967,,,,,,,,,,,,1,,,,,
,-28,-12,-1782,-5190,-8386,-29901,,,,,,,,,,,,5,,,,,
,298,-4,-450,-1480,-1708,-22845,,,,,,,,,,,,8,,,,,
,159,-16,-39,-31,200,-3444,,,,,,,,,,,,-3,,,,,
,583,,435,1243,1663,17478,,,,,,,,,,,,-13,,,,,
,-1001,7,1819,5243,8036,34499,,,,,,,,,,,,-5,,,,,
,78,-18,490,1500,2263,8385,,,,,,,,,,,,8,,,,,
,118,-4,,-129,479,-13139,,,,,,,,,,,,1,,,,,
,-187,13,-509,-1371,-1991,-7387,,,,,,,,,,,,-3,,,,,
,-42,2,-1805,-4725,-7888,-11715,,,,,,,,,,,,-6,,,,,
,-315,-20,-410,-1880,-3683,-10788,,,,,,,,,,,,10,,,,,
,495,-12,30,225,326,127,,,,,,,,,,,,9,,,,,
,646,-2,435,1146,2626,-6591,,,,,,,,,,,,2,,,,,
,-525,-10,1752,5195,8693,22246,,,,,,,,,,,,-12,,,,,
,186,16,441,1435,1835,19809,,,,,,,,,,,,2,,,,,
,259,,41,35,-420,6620,,,,,,,,,,,,,,,,,
,43,-6,-427,-1163,-2019,-5939,,,,,,,,,,,,-9,,,,,
,119,4,-1812,-5333,-7909,-38245,,,,,,,,,,,,4,,,,,
,-52,-20,-473,-1424,-2004,-13891,,,,,,,,,,,,4,,,,,
,-434,13,-17,21,-380,10423,,,,,,,,,,,,-3,,,,,
,159,-12,487,1269,1696,12307,,,,,,,,,,,,14,,,,,
,1536,-2,1815,5282,8383,26645,,,,,,,,,,,,-5,,,,,
,-1578,21,439,1322,2728,-3217,,,,,,,,,,,,3,,,,,
,-465,-6,-35,-17,293,-5373,,,,,,,,,,,,-9,,,,,
,154,3,-461,-1239,-2425,5311,,,,,,,,,,,,-2,,,,,
,-346,-11,-1770,-5193,-8778,-20042,,,,,,,,,,,,8,,,,,
,428,-16,-392,-1320,-2312,-9423,,,,,,,,,,,,-9,,,,,
,29,,-29,-87,495,-12008,,,,,,,,,,,,6,,,,,
,-614,20,406,1156,2368,-725,,,,,,,,,,,,-7,,,,,
,390,-4,1800,5266,8115,38205,,,,,,,,,,,,14,,,,,
,4537,-16,463,1460,1795,17735,,,,,,,,,,,,,,,,,
,-3814,-4,31,97,-62,591,,,,,,,,,,,,-13,,,,,
,265,24,-470,-1357,-1564,-17973,,,,,,,,,,,,6,,,,,
,-446,-18,-1818,-5487,-8499,-36377,,,,,,,,,,,,5,,,,,
,-357,-3,-451,-745,-1452,9049,,,,,,,,,,,,-7,,,,,
,658,-25,34,-513,-1388,933,,,,,,,,,,,,6,,,,,
,-389,-3,456,1406,2192,5722,,,,,,,,,,,,1,,,,,
,197,-3,1792,5183,8992,17042,,,,,,,,,,,,-5,,,,,
,-164,3,416,1377,2535,1970,,,,,,,,,,,,-6,,,,,
,283,-3,-3,31,-321,10831,,,,,,,,,,,,-5,,,,,
,-238,3,-432,-1217,-2450,2822,,,,,,,,,,,,-4,,,,,
,-202,,-1763,-5173,-8544,-28077,,,,,,,,,,,,5,,,,,
,-337,,-467,-1488,-1776,-21426,,,,,,,,,,,,,,,,,
,1320,-7,-31,-35,397,-8202,,,,,,,,,,,,-8,,,,,
,-1602,-28,446,1242,1720,16107,,,,,,,,,,,,8,,,,,
,-384,19,1817,5258,8036,37920,,,,,,,,,,,,2,,,,,
,705,,477,1514,2089,11513,,,,,,,,,,,,,,,,,
,58,,-3,-81,499,-12302,,,,,,,,,,,,3,,,,,
,837,-18,-499,-1317,-1681,-15066,,,,,,,,,,,,-2,,,,,
,-645,-1,-1805,-5220,-8730,-18996,,,,,,,,,,,,-5,,,,,
,733,,-428,-1380,-2679,-1153,,,,,,,,,,,,4,,,,,
,-481,-3,31,111,-152,1064,,,,,,,,,,,,6,,,,,
,86,4,455,1160,2560,-5912,,,,,,,,,,,,5,,,,,
,-424,-4,1752,5160,8825,20456,,,,,,,,,,,,,,,,,
,92,-31,412,1420,1885,20144,,,,,,,,,,,,-1,,,,,
,177,3,31,29,-412,8878,,,,,,,,,,,,-14,,,,,
,-45,1,-413,-1121,-2133,-4209,,,,,,,,,,,,-3,,,,,
,61,-4,-1796,-5294,-7981,-38896,,,,,,,,,,,,3,,,,,
,3794,5,-476,-1563,-2001,-18835,,,,,,,,,,,,11,,,,,
,-3868,-5,-15,,-355,11065,,,,,,,,,,,,,,,,,
,56,-4,471,1668,2447,18078,,,,,,,,,,,,-7,,,,,
,-380,-4,1823,4829,7347,21801,,,,,,,,,,,,-5,,,,,
,1318,,445,1533,3034,521,,,,,,,,,,,,1,,,,,
,-1257,-22,-33,-81,373,-9185,,,,,,,,,,,,-1,,,,,
,-73,3,-464,-1232,-2334,2426,,,,,,,,,,,,11,,,,,
,-407,-12,-1782,-5211,-8818,-16960,,,,,,,,,,,,-1,,,,,
,418,9,-413,-1304,-2446,-6966,,,,,,,,,,,,-2,,,,,
,-99,3,12,-64,399,-9978,,,,,,,,,,,,6,,,,,
,-162,,412,1165,2565,-4763,,,,,,,,,,,,1,,,,,
,3183,-13,1776,5285,8215,35863,,,,,,,,,,,,5,,,,,
,-3936,10,465,1413,1733,18954,,,,,,,,,,,,-5,,,,,
,1142,-27,25,89,-180,2730,,,,,,,,,,,,-4,,,,,
,310,-3,-445,-1295,-1633,-14950,,,,,,,,,,,,4,,,,,
,2079,2,-1829,-5328,-7990,-38857,,,,,,,,,,,,3,,,,,
,-1905,-1,-476,-1389,-2476,-1389,,,,,,,,,,,,2,,,,,
,218,,21,-8,-454,9856,,,,,,,,,,,,-15,,,,,
,-489,2,501,1370,1928,8120,,,,,,,,,,,,7,,,,,
,256,-11,1801,5179,8797,17641,,,,,,,,,,,,-8,,,,,
,-277,9,401,1331,2651,-1480,,,,,,,,,,,,-3,,,,,
,-400,-9,-13,37,-177,7561,,,,,,,,,,,,-6,,,,,
,3838,,-446,-1267,-2471,4164,,,,,,,,,,,,9,,,,,
,-3855,-21,-1754,-5131,-8628,-24531,,,,,,,,,,,,8,,,,,
,-255,,-438,-1424,-1898,-17862,,,,,,,,,,,,-8,,,,,
,1443,,-33,-109,456,-12052,,,,,,,,,,,,1,,,,,
,-1389,5,417,1078,1565,11985,,,,,,,,,,,,10,,,,,
,110,-13,1832,5714,8894,45361,,,,,,,,,,,,7,,,,,
,-157,13,481,1180,1356,7439,,,,,,,,,,,,-9,,,,,
,14,,2,-70,282,-10663,,,,,,,,,,,,-7,,,,,
,211,-31,-504,-1263,-1383,-16430,,,,,,,,,,,,-1,,,,,
,-329,17,-1816,-5208,-8644,-21428,,,,,,,,,,,,5,,,,,
,1220,-25,-424,-1381,-2667,879,,,,,,,,,,,,5,,,,,
,-239,8,42,83,-237,2979,,,,,,,,,,,,-10,,,,,
,-130,14,449,1200,2419,-2372,,,,,,,,,,,,,,,,,
,2066,-30,1766,5136,8963,16142,,,,,,,,,,,,11,,,,,
,-497,13,427,1453,2042,15828,,,,,,,,,,,,-12,,,,,
,-1065,8,7,-4,-491,11253,,,,,,,,,,,,,,,,,
,-46,-21,-419,-1140,-2254,-2365,,,,,,,,,,,,6,,,,,
,-541,12,-1788,-5252,-8102,-36641,,,,,,,,,,,,4,,,,,
,1100,-34,-473,-1496,-1741,-22555,,,,,,,,,,,,8,,,,,
,-595,22,-42,20,-143,5886,,,,,,,,,,,,-11,,,,,
,893,-19,468,1241,1656,17240,,,,,,,,,,,,,,,,,
,-1723,1,1847,5295,8192,32277,,,,,,,,,,,,-5,,,,,
,383,-4,452,1403,2501,2003,,,,,,,,,,,,9,,,,,
,-528,4,-29,-75,533,-12771,,,,,,,,,,,,-4,,,,,
,-269,-13,-484,-1245,-2194,-588,,,,,,,,,,,,-6,,,,,
,308,9,-1777,-5218,-8849,-17157,,,,,,,,,,,,8,,,,,
,-101,3,-413,-1299,-2523,-6254,,,,,,,,,,,,3,,,,,
,202,-12,13,-28,268,-7331,,,,,,,,,,,,-3,,,,,
,-381,-17,419,1115,2606,-7140,,,,,,,,,,,,-7,,,,,
,620,21,1777,5282,8370,33717,,,,,,,,,,,,5,,,,,
,147,-13,462,1156,1263,21531,,,,,,,,,,,,-15,,,,,
,531,-10,24,758,1002,11997,,,,,,,,,,,,13,,,,,
,-744,1,-445,-1854,-2892,-21245,,,,,,,,,,,,9,,,,,
,2155,-4,-1836,-5185,-7594,-42341,,,,,,,,,,,,-5,,,,,
,-941,12,-460,-1369,-2296,-5673,,,,,,,,,,,,-8,,,,,
,-1327,-17,8,6,-468,11949,,,,,,,,,,,,,,,,,
,-89,-22,493,1328,1802,10405,,,,,,,,,,,,5,,,,,
,29,4,1803,5235,8709,22608,,,,,,,,,,,,1,,,,,
,420,-5,423,1295,2745,-3957,,,,,,,,,,,,12,,,,,
,-573,,-38,18,-35,3801,,,,,,,,,,,,-9,,,,,
,2089,1,-460,-1235,-2505,6467,,,,,,,,,,,,-3,,,,,
,-2162,-1,-1747,-5148,-8718,-24595,,,,,,,,,,,,5,,,,,
,-101,7,-405,-1395,-2014,-15953,,,,,,,,,,,,-9,,,,,
,1017,-4,-43,-110,549,-13575,,,,,,,,,,,,3,,,,,
,-1336,-39,408,1245,2020,8500,,,,,,,,,,,,3,,,,,
,-519,3,1803,5235,8000,40865,,,,,,,,,,,,3,,,,,
,131,-20,472,1488,1908,14392,,,,,,,,,,,,-5,,,,,
,-30,20,28,2,217,-5875,,,,,,,,,,,,8,,,,,
,-16,-3,-473,-1319,-1438,-19347,,,,,,,,,,,,-9,,,,,
,1262,-30,-1837,-5256,-8504,-25980,,,,,,,,,,,,1,,,,,
,636,1,-437,-1382,-2699,2224,,,,,,,,,,,,,,,,,
,-319,,42,92,-311,4992,,,,,,,,,,,,5,,,,,
,-20,1,484,1252,2331,703,,,,,,,,,,,,4,,,,,
,-597,11,1762,5099,9003,14282,,,,,,,,,,,,-10,,,,,
,557,-32,418,1434,2203,11341,,,,,,,,,,,,-12,,,,,
,100,5,,-54,-565,11973,,,,,,,,,,,,14,,,,,
,-335,16,-435,-1237,-2510,2240,,,,,,,,,,,,3,,,,,
,2467,-19,-1770,-4711,-7289,-28640,,,,,,,,,,,,-3,,,,,
,-2511,-14,-467,-2077,-2794,-31734,,,,,,,,,,,,-5,,,,,
,-121,13,-36,179,366,2610,,,,,,,,,,,,3,,,,,
,833,-1,450,1272,1698,17852,,,,,,,,,,,,6,,,,,
,-1678,-12,1841,5290,8092,32849,,,,,,,,,,,,3,,,,,
,506,15,468,1440,2371,5088,,,,,,,,,,,,-7,,,,,
,-31,-33,-23,-118,556,-13572,,,,,,,,,,,,-7,,,,,
,-138,19,-487,-1251,-1976,-4947,,,,,,,,,,,,6,,,,,
,195,-19,-1795,-5214,-8880,-16234,,,,,,,,,,,,3,,,,,
,-298,19,-418,-1319,-2606,-4116,,,,,,,,,,,,-5,,,,,
,207,-18,38,28,151,-3894,,,,,,,,,,,,-3,,,,,
,-153,-11,430,1120,2668,-7799,,,,,,,,,,,,-5,,,,,
,594,,1752,5250,8533,28051,,,,,,,,,,,,10,,,,,
,66,9,444,1398,1743,20724,,,,,,,,,,,,-5,,,,,
,458,-10,39,82,-341,5149,,,,,,,,,,,,-4,,,,,
,-606,9,-435,-1218,-1900,-8615,,,,,,,,,,,,-1,,,,,
,-614,-31,-1825,-5322,-7846,-39632,,,,,,,,,,,,6,,,,,
,165,2,-476,-1404,-2191,-9391,,,,,,,,,,,,-9,,,,,
,438,20,7,-27,-468,10640,,,,,,,,,,,,8,,,,,
,-407,-32,483,1304,1774,10618,,,,,,,,,,,,,,,,,
,-64,2,1808,5268,8541,24084,,,,,,,,,,,,9,,,,,
,1192,-1,413,1311,2763,-4044,,,,,,,,,,,,-1,,,,,
,-367,,-34,5,99,-740,,,,,,,,,,,,1,,,,,
,-142,6,-431,-1215,-2463,6149,,,,,,,,,,,,-1,,,,,
,-1053,-25,-1751,-5364,-9096,-21757,,,,,,,,,,,,9,,,,,
,524,19,-430,-805,-1082,-4202,,,,,,,,,,,,-10,,,,,
,92,2,-24,-625,-422,-19330,,,,,,,,,,,,-3,,,,,
,-369,-1,427,1322,2384,3925,,,,,,,,,,,,-5,,,,,
,92,-21,1782,5279,8062,37365,,,,,,,,,,,,6,,,,,
,-24,5,481,1484,1895,15232,,,,,,,,,,,,-3,,,,,
,-104,-15,32,39,46,-3055,,,,,,,,,,,,2,,,,,
,2502,,-465,-1335,-1451,-18890,,,,,,,,,,,,4,,,,,
,-955,12,-1840,-5251,-8294,-32331,,,,,,,,,,,,2,,,,,
,-876,-31,-460,-1411,-2729,1977,,,,,,,,,,,,,,,,,
,-86,-1,45,54,-349,7500,,,,,,,,,,,,-17,,,,,
,-459,21,457,1300,2163,2812,,,,,,,,,,,,12,,,,,
,5,-21,1785,5151,9015,17075,,,,,,,,,,,,-3,,,,,
,561,-11,416,1380,2346,9074,,,,,,,,,,,,-2,,,,,
,-643,1,-4,8,-402,17182,,,,,,,,,,,,8,,,,,
,280,,-431,-1186,-2367,1657,,,,,,,,,,,,1,,,,,
,2334,10,-1781,-5190,-8423,-38835,,,,,,,,,,,,-3,,,,,
,-1837,-10,-445,-1486,-1678,-31323,,,,,,,,,,,,-3,,,,,
,3235,,-37,-36,169,-6957,,,,,,,,,,,,2,,,,,
,-3914,-1,448,1243,1677,24005,,,,,,,,,,,,-6,,,,,
,-45,-20,1827,5271,8042,46648,,,,,,,,,,,,1,,,,,
,1,20,476,1479,2239,13383,,,,,,,,,,,,5,,,,,
,214,-31,-18,-90,558,-17848,,,,,,,,,,,,4,,,,,
,18,12,-487,-1266,-1839,-14389,,,,,,,,,,,,3,,,,,
,-58,-1,-1804,-5236,-8853,-21354,,,,,,,,,,,,-8,,,,,
,-215,7,-410,-1343,-2614,-3873,,,,,,,,,,,,11,,,,,
,2221,-19,28,-123,-326,-4215,,,,,,,,,,,,-8,,,,,
,-2507,10,421,1738,3746,-6038,,,,,,,,,,,,-8,,,,,
,1734,4,1773,4610,7542,25633,,,,,,,,,,,,-1,,,,,
,751,-15,443,1504,1925,32220,,,,,,,,,,,,-5,,,,,
,-1611,-25,18,395,295,15572,,,,,,,,,,,,9,,,,,
,1352,-4,-436,-1544,-2655,-11184,,,,,,,,,,,,10,,,,,
,-1431,12,-1806,-5206,-7725,-60307,,,,,,,,,,,,2,,,,,
,100,-1,-457,-1429,-1998,-24960,,,,,,,,,,,,-19,,,,,
,-85,-11,-16,22,-384,19914,,,,,,,,,,,,4,,,,,
,-396,13,486,1272,1699,19478,,,,,,,,,,,,5,,,,,
,799,,1823,5292,8417,37955,,,,,,,,,,,,-4,,,,,
,32,-12,448,1342,2695,-3406,,,,,,,,,,,,5,,,,,
,2311,-23,-52,-49,286,-8882,,,,,,,,,,,,2,,,,,
,-3857,22,-467,-1229,-2388,10345,,,,,,,,,,,,-2,,,,,
,433,-30,-1773,-5198,-8806,-28034,,,,,,,,,,,,8,,,,,
,16,-2,-420,-1333,-2291,-16059,,,,,,,,,,,,-4,,,,,
,-234,2,-13,-91,488,-18451,,,,,,,,,,,,-12,,,,,
,237,11,424,1197,2400,-3197,,,,,,,,,,,,-3,,,,,
,184,-12,1786,5254,8053,55694,,,,,,,,,,,,11,,,,,
,-11,2,478,1450,1799,26068,,,,,,,,,,,,2,,,,,
,-454,-21,30,61,-58,-2153,,,,,,,,,,,,-9,,,,,
,280,-2,-463,-1303,-1511,-23361,,,,,,,,,,,,9,,,,,
,609,22,-1830,-5293,-8113,-41854,,,,,,,,,,,,5,,,,,
,-461,-2,-460,-1379,-2624,519,,,,,,,,,,,,-4,,,,,
,505,-16,36,37,-396,9858,,,,,,,,,,,,-4,,,,,
,-582,-12,484,1249,1945,6848,,,,,,,,,,,,-3,,,,,
,184,1,1780,5114,8823,19630,,,,,,,,,,,,1,,,,,
,-118,7,401,1803,3337,7074,,,,,,,,,,,,13,,,,,
,-136,-8,-20,-494,-1325,4995,,,,,,,,,,,,-11,,,,,
,-20,-21,-423,-1075,-2130,4145,,,,,,,,,,,,-2,,,,,
,-32,18,-1775,-5138,-8486,-29974,,,,,,,,,,,,9,,,,,
,1141,-17,-436,-1474,-1773,-23560,,,,,,,,,,,,-1,,,,,
,340,-11,-26,-50,360,-8586,,,,,,,,,,,,-10,,,,,
,-1675,-1,433,1247,1731,17361,,,,,,,,,,,,10,,,,,
,1086,12,1815,5254,8033,40430,,,,,,,,,,,,-9,,,,,
,-786,-11,464,1527,2132,12804,,,,,,,,,,,,-3,,,,,
,-416,11,2,-80,477,-13047,,,,,,,,,,,,2,,,,,
,110,-11,-482,-1309,-1682,-16054,,,,,,,,,,,,-4,,,,,
