Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Disabled (uV),F3 (uV),Fz (uV),F4 (uV),Disabled (uV),C3 (uV),Cz (uV),C4 (uV),Disabled (uV),P3 (uV),Pz (uV),P4 (uV),Disabled (uV),Disabled (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,-59,3,-2,,-7,6,9,,3,10,,,6,8,-5,,,14,,,,,
,-201,-21,-9,,-16,-5,-15,,-30,-22,-20,,-9,-12,-18,,,-4,,,,,
,1073,19,-12,,14,-3,-10,,-2,-1,7,,,,,,,-4,,,,,
,-1188,-7,11,,10,-4,1,,7,10,9,,6,1,8,,,-10,,,,,
,85,8,24,,13,14,19,,19,22,12,,18,3,22,,,7,,,,,
,-393,-31,-9,,-11,15,-5,,11,-12,2,,-9,-10,-6,,,-13,,,,,
,96,-1,-1,,6,-8,-3,,-4,-9,-7,,,3,-7,,,6,,,,,
,131,13,1,,-5,-10,-9,,-15,2,-6,,4,12,-2,,,11,,,,,
,-33,,-1,,-17,1,4,,-8,6,,,-4,-5,-1,,,-2,,,,,
,460,-1,2,,3,11,9,,19,12,25,,13,6,16,,,1,,,,,
,-456,-12,-10,,7,-16,-5,,6,-25,-20,,-20,-6,-21,,,-4,,,,,
,641,-12,3,,-12,-4,-4,,-9,-4,-4,,-7,-5,,,,-6,,,,,
,2981,14,3,,-8,-6,5,,-8,3,-6,,10,-2,8,,,7,,,,,
,-2809,-22,7,,23,7,-5,,22,6,-2,,12,8,17,,,7,,,,,
,-267,2,6,,8,11,-9,,-8,10,1,,6,-2,-10,,,-3,,,,,
,87,-3,-22,,-10,-11,-6,,-19,-1,-12,,-22,-8,-7,,,-8,,,,,
,-141,22,7,,9,6,19,,14,-2,19,,15,10,7,,,-2,,,,,
,-31,-19,17,,7,6,14,,3,17,14,,13,5,13,,,3,,,,,
,442,-11,-12,,-9,8,-8,,-8,-5,1,,-14,4,2,,,4,,,,,
,-432,,-7,,-4,,,,-2,4,-13,,3,-4,-6,,,5,,,,,
,102,1,-3,,4,-10,7,,-6,4,-2,,15,6,-8,,,-9,,,,,
,441,10,9,,5,,-2,,13,-10,17,,-1,1,1,,,7,,,,,
,-414,,6,,-12,3,-12,,-2,-16,-20,,-13,-8,-2,,,10,,,,,
,-18,-11,-6,,1,-19,,,-20,-5,,,-13,-3,-7,,,-4,,,,,
,1520,1,5,,-7,17,10,,14,11,2,,-1,-4,5,,,-7,,,,,
,-1921,11,-4,,-10,-3,-9,,-8,-6,-6,,-1,-6,-6,,,-1,,,,,
,887,-11,1,,19,4,-10,,11,3,10,,-12,19,6,,,-8,,,,,
,-769,-1,-19,,-12,-22,7,,-13,-14,1,,2,-11,-13,,,-3,,,,,
,415,-1,2,,-12,20,1,,9,4,-4,,11,-3,8,,,-3,,,,,
,-400,-19,4,,8,7,2,,6,18,7,,7,7,3,,,11,,,,,
,1397,,-1,,1,-7,-10,,-19,-4,-12,,-10,-18,-6,,,3,,,,,
,-986,19,2,,11,6,16,,27,2,-2,,3,12,10,,,-2,,,,,
,83,-31,-5,,,-2,3,,3,-8,-1,,8,9,10,,,4,,,,,
,-815,-1,,,-14,-3,-15,,-26,4,-17,,-13,-17,-12,,,4,,,,,
,-52,3,18,,3,7,4,,2,3,21,,5,-5,2,,,-5,,,,,
,318,-2,7,,2,-19,9,,-3,-15,-12,,-4,11,-14,,,-12,,,,,
,-173,1,3,,3,,-9,,9,9,12,,25,10,7,,,,,,,,
,641,,7,,7,6,8,,13,18,6,,6,3,15,,,10,,,,,
,3982,1,-10,,-6,20,6,,-15,-17,-6,,-19,-1,-1,,,-1,,,,,
,-3556,15,,,3,-3,-14,,7,-1,16,,2,-3,-1,,,-1,,,,,
,3276,-38,-5,,1,-16,-9,,3,-3,-4,,-13,-7,-10,,,,,,,,
,-3315,23,-6,,-5,-3,,,-5,-10,-8,,-14,4,-6,,,-2,,,,,
,-667,-3,-18,,-17,3,15,,-6,-3,-3,,-2,-17,-9,,,1,,,,,
,206,3,1,,2,15,-3,,1,5,1,,7,-1,2,,,3,,,,,
,69,-1,-2,,19,-1,-15,,12,7,-4,,20,10,10,,,-3,,,,,
,151,-19,12,,10,-12,,,2,7,-8,,-1,-6,1,,,,,,,,
,3106,,6,,-1,8,21,,,-5,16,,3,13,1,,,5,,,,,
,-1845,-11,,,-6,-11,3,,-3,1,3,,-7,1,-1,,,2,,,,,
,-1726,31,1,,-3,-11,-15,,-2,-9,-8,,-6,-8,1,,,-9,,,,,
,3281,-21,15,,-5,19,4,,2,11,8,,2,12,10,,,5,,,,,
,-3220,1,-6,,,2,15,,1,16,-1,,4,,-13,,,9,,,,,
,-406,-11,-8,,8,-15,-9,,4,2,10,,10,4,11,,,-9,,,,,
,-24,-1,8,,13,20,6,,-4,-8,7,,4,1,5,,,-9,,,,,
,368,1,-12,,-11,-6,-1,,-5,-6,-11,,-6,-15,-18,,,9,,,,,
,-97,-21,1,,-7,6,1,,4,1,,,-6,14,1,,,3,,,,,
,-22,20,6,,1,,-7,,1,5,-4,,,-12,1,,,-4,,,,,
,-58,2,-6,,4,-9,5,,-5,2,-7,,4,-2,4,,,-3,,,,,
,1153,-2,-2,,-2,-11,-18,,-6,-16,-12,,-11,-13,-1,,,6,,,,,
,-1295,-2,3,,-8,8,-5,,3,-1,10,,-3,6,,,,-15,,,,,
,87,-17,-10,,-6,-13,10,,4,,-3,,-7,-10,4,,,3,,,,,
,1106,-10,3,,-4,-13,-12,,6,-7,-7,,7,14,-9,,,2,,,,,
,-896,12,10,,10,24,10,,-2,14,8,,2,8,15,,,11,,,,,
,-149,-13,-1,,3,9,12,,-2,,14,,,8,-9,,,-1,,,,,
,354,11,1,,10,4,-3,,-13,,,,,-3,-8,,,-17,,,,,
,25,-3,5,,-13,-12,-7,,5,1,-8,,1,-3,-8,,,13,,,,,
,2930,3,9,,17,8,1,,12,3,-3,,4,-5,23,,,,,,,,
,-3207,-10,-17,,5,-5,14,,13,1,14,,-4,2,9,,,-3,,,,,
,61,-21,12,,10,1,-6,,-10,8,-7,,,4,-14,,,,,,,,
,-165,20,-1,,-11,-8,-4,,-8,-1,12,,-3,-11,-14,,,3,,,,,
,-231,1,4,,16,10,18,,14,3,6,,23,23,24,,,13,,,,,
,1134,1,-12,,-5,12,9,,-3,2,-14,,-5,-7,-5,,,-11,,,,,
,-871,-22,-16,,-27,-9,-9,,-1,-14,-2,,-7,-14,-3,,,-5,,,,,
,4165,-11,,,,1,-9,,-5,-10,-6,,-8,,1,,,-8,,,,,
,-1924,2,11,,8,-1,-11,,-5,6,-1,,3,15,-6,,,5,,,,,
,-2779,-1,4,,-15,-13,-10,,-4,-3,,,-10,-7,,,,12,,,,,
,727,,15,,5,12,17,,5,12,7,,22,-5,15,,,1,,,,,
,-87,,-10,,-5,-22,-7,,-7,1,-13,,-2,-7,-18,,,-2,,,,,
,-89,10,-14,,12,16,3,,14,-15,5,,-6,1,-2,,,-16,,,,,
,-317,-10,1,,12,12,11,,1,8,5,,-2,-2,16,,,5,,,,,
,200,-6,9,,-18,-24,-14,,-8,-13,-10,,-6,,-15,,,4,,,,,
,59,-1,-5,,4,10,1,,-4,9,10,,10,1,-4,,,12,,,,,
,-34,7,-3,,1,19,2,,15,-5,8,,10,9,5,,,,,,,,
,-275,4,5,,-4,-14,2,,1,11,-3,,-14,10,18,,,-4,,,,,
,182,-15,-8,,-12,-8,-8,,-12,-17,-14,,-5,-10,-15,,,-16,,,,,
,-45,9,16,,7,16,10,,10,-6,8,,16,21,1,,,21,,,,,
,160,-10,11,,20,20,,,2,19,2,,8,2,12,,,,,,,,
,246,9,,,-3,-22,,,-14,4,,,-5,-23,-4,,,-4,,,,,
,-579,-9,1,,-11,-8,,,1,-5,2,,-14,6,-3,,,-6,,,,,
,268,-19,-5,,-9,1,4,,-1,3,-8,,-5,1,-2,,,1,,,,,
,-92,1,-8,,11,9,2,,6,-1,-4,,2,-1,-2,,,-1,,,,,
,1283,-1,-3,,7,-8,-5,,,2,-1,,-2,-1,2,,,5,,,,,
,-1121,19,-16,,-10,-2,-14,,-5,-8,1,,,-3,1,,,-1,,,,,
,3009,-19,2,,5,2,1,,-5,11,4,,17,1,-10,,,1,,,,,
,-2269,20,8,,-7,,14,,6,2,5,,-3,-2,10,,,-12,,,,,
,-823,-2,3,,5,-5,-6,,3,-4,-6,,-5,-4,9,,,,,,,,
,-357,1,1,,7,15,9,,-3,-15,11,,8,7,-9,,,6,,,,,
,209,-18,-5,,-10,-12,-8,,-5,12,,,-11,1,-26,,,2,,,,,
,310,,-4,,-2,-3,-4,,-6,-2,-2,,-2,-12,11,,,-8,,,,,
,5197,-8,6,,-1,3,7,,8,3,-7,,-2,5,9,,,3,,,,,
,-3099,29,9,,13,5,-1,,11,-1,-1,,7,10,11,,,1,,,,,
,-2519,-21,7,,-4,11,7,,7,,-15,,-3,3,6,,,7,,,,,
,1449,,-7,,-14,-14,-11,,-1,-7,-5,,-10,-20,-15,,,2,,,,,
,-1376,,-5,,10,2,8,,-23,-9,14,,-7,25,-9,,,-5,,,,,
,282,-40,4,,10,4,-3,,4,19,9,,15,-9,8,,,-3,,,,,
,-585,-8,,,-5,-6,-9,,20,,-8,,15,-17,6,,,3,,,,,
,517,6,11,,4,6,11,,-1,14,9,,-5,3,7,,,-1,,,,,
,248,-10,-12,,-12,,-4,,-24,-17,1,,-12,-1,-4,,,-11,,,,,
,-203,-6,-1,,-16,-8,-2,,-5,-3,1,,9,-2,6,,,2,,,,,
,-366,14,-2,,12,-7,11,,5,5,5,,-2,11,-8,,,5,,,,,
,776,-2,,,7,7,-2,,17,-3,-11,,1,-1,-9,,,8,,,,,
,-735,-9,-1,,4,-6,-4,,-1,7,-4,,-1,,10,,,3,,,,,
,543,18,-6,,-11,-8,-21,,-19,-9,-2,,-15,-19,-20,,,-10,,,,,
,385,-8,10,,1,4,3,,-5,-9,11,,,19,-1,,,-3,,,,,
,-645,-11,-3,,-4,-1,22,,5,4,5,,3,9,18,,,7,,,,,
,-238,11,-5,,13,1,5,,17,,-2,,20,-14,,,,-5,,,,,
,4526,,6,,,17,-5,,4,15,,,-2,3,-9,,,2,,,,,
,-3180,5,1,,-1,5,-4,,-6,-17,-1,,-1,5,10,,,-5,,,,,
,-1519,-15,17,,4,3,4,,8,25,3,,7,11,9,,,2,,,,,
,200,-20,-10,,3,-10,-5,,-18,-19,3,,-4,-15,-18,,,,,,,,
,3350,1,-32,,-22,-9,-14,,-13,-20,-23,,-28,-21,-21,,,-9,,,,,
,-3208,-2,29,,19,13,6,,30,18,20,,17,28,15,,,6,,,,,
,3033,-2,13,,6,1,19,,5,16,-2,,12,17,24,,,6,,,,,
,-2591,1,-4,,,6,-3,,-1,-2,-5,,-2,-3,3,,,-16,,,,,
,-808,-10,-10,,-4,-5,-3,,-14,-4,,,-8,-14,-15,,,5,,,,,
,609,13,-1,,-10,1,-2,,,-5,7,,10,3,4,,,13,,,,,
,172,-12,-15,,-5,-7,-12,,-7,9,-6,,-15,-13,-3,,,8,,,,,
,383,9,-3,,7,-6,1,,-1,-12,1,,1,4,-1,,,-12,,,,,
,-851,-28,10,,10,,-3,,6,5,-5,,2,1,-5,,,-13,,,,,
,4311,15,-3,,5,6,6,,10,-2,6,,-2,5,7,,,12,,,,,
,-3282,1,7,,-9,-2,-8,,-5,-6,4,,4,-6,-7,,,-2,,,,,
,779,-19,1,,-6,4,2,,-7,6,-5,,1,10,-7,,,10,,,,,
,-1790,28,-9,,-19,-7,-11,,-6,-11,-12,,-2,-7,-4,,,-8,,,,,
,167,-23,-3,,3,-18,7,,-13,1,12,,-10,-7,9,,,5,,,,,
,-53,15,26,,-3,18,12,,17,18,1,,8,3,17,,,6,,,,,
,1035,-17,-13,,7,-1,1,,-3,-15,-2,,,-8,-15,,,-2,,,,,
,-1197,-16,6,,8,11,16,,16,16,5,,7,23,10,,,-10,,,,,
,965,17,-9,,-1,-2,-9,,-6,-10,4,,,-6,-1,,,-6,,,,,
,-528,-17,-4,,-14,-5,-11,,-13,-6,-16,,-11,-12,-3,,,6,,,,,
,-332,3,5,,2,6,6,,,4,-1,,3,12,,,,5,,,,,
,-219,10,9,,12,,7,,25,-4,17,,9,,6,,,7,,,,,
,359,-9,1,,-2,2,-9,,2,13,-6,,-16,-2,7,,,-7,,,,,
,-594,-17,-11,,-8,-7,-13,,-3,5,-10,,,,-6,,,4,,,,,
,181,16,-1,,,-13,-2,,-18,-10,-1,,-3,-16,-16,,,3,,,,,
,2886,-20,2,,-2,10,17,,-7,-13,-8,,-9,4,11,,,-3,,,,,
,-2269,7,-4,,7,5,-3,,7,-4,-1,,10,7,8,,,-10,,,,,
,881,8,5,,22,-7,3,,17,4,17,,6,5,1,,,2,,,,,
,-1226,3,10,,4,4,10,,2,14,-2,,2,-3,1,,,14,,,,,
,137,-14,-21,,-10,-10,-14,,-20,-12,-10,,1,-15,-28,,,-6,,,,,
,2262,-2,2,,-11,2,1,,-6,12,3,,,,10,,,-2,,,,,
,1547,,2,,6,11,-11,,,,5,,3,15,-13,,,-1,,,,,
,-3547,33,1,,-18,3,2,,1,-13,-9,,-17,-7,-2,,,-3,,,,,
,-564,-34,6,,12,7,18,,15,,7,,13,8,32,,,2,,,,,
,211,-1,-10,,3,-14,-7,,3,-1,-1,,-1,-11,3,,,-15,,,,,
,-39,2,-13,,-5,-3,-11,,-17,-4,1,,-12,-7,-29,,,8,,,,,
,-126,-1,17,,8,1,6,,3,10,7,,15,12,-4,,,13,,,,,
,73,-17,-3,,-7,-3,9,,1,19,3,,5,-11,10,,,2,,,,,
,-4,40,-13,,,,-4,,,-8,-7,,-9,6,-9,,,-13,,,,,
,-19,-39,-5,,4,-1,-1,,-5,-15,-6,,-4,9,7,,,,,,,,
,876,16,25,,-5,6,1,,16,11,6,,5,5,15,,,-4,,,,,
,-1352,1,3,,1,,-13,,-9,-7,-4,,6,-9,-10,,,4,,,,,
,280,-18,-10,,14,-3,5,,,9,3,,,-2,,,,12,,,,,
,-50,-6,-6,,-10,-8,,,-12,-4,4,,-1,4,7,,,-10,,,,,
,411,5,5,,5,-2,-8,,6,-8,,,3,-1,,,,7,,,,,
,237,1,9,,,-3,13,,19,-4,,,,1,1,,,-16,,,,,
,-365,-7,9,,-1,15,-2,,4,-5,-9,,-13,3,-16,,,4,,,,,
,-112,-17,-10,,5,-13,7,,-3,21,6,,6,-2,5,,,7,,,,,
,284,23,1,,3,20,2,,14,6,5,,17,2,9,,,1,,,,,
,430,2,5,,-20,-1,-4,,-21,-10,-3,,-8,3,6,,,,,,,,
,2579,-1,4,,6,-3,4,,-3,10,-2,,,-9,-7,,,-1,,,,,
,-2585,-8,11,,12,-1,9,,9,11,-6,,3,8,,,,1,,,,,
,-1175,-36,-11,,-12,8,-13,,-7,-18,3,,-4,1,-5,,,-10,,,,,
,59,18,-14,,2,-3,-12,,-6,-13,-2,,-14,-17,-10,,,-1,,,,,
,63,1,-1,,3,3,14,,8,,10,,-5,2,13,,,3,,,,,
,-317,-31,-10,,-4,-12,-4,,-5,4,-10,,9,7,-7,,,12,,,,,
,624,-3,9,,4,1,,,,-9,-17,,10,-5,11,,,-4,,,,,
,-8,14,16,,4,-5,2,,-10,,18,,4,,-6,,,5,,,,,
,399,4,-17,,-6,-4,-5,,7,9,14,,-14,3,-5,,,-13,,,,,
,-559,,17,,17,24,14,,23,10,6,,20,14,13,,,8,,,,,
,-281,-16,4,,4,7,11,,3,-4,-11,,6,8,16,,,7,,,,,
,238,-13,3,,-4,1,1,,4,14,7,,-2,-3,-8,,,-2,,,,,
,-71,26,-4,,-10,-13,-14,,-15,-9,-20,,-25,-14,-12,,,-8,,,,,
,533,-15,-10,,-11,-7,-8,,-20,-8,-3,,6,-3,-3,,,-3,,,,,
,67,10,10,,10,8,10,,7,7,23,,14,15,10,,,8,,,,,
,250,-21,5,,-12,-12,-8,,6,6,-6,,-8,-7,-9,,,2,,,,,
,-215,-6,-9,,-2,3,-5,,,-5,-6,,-12,-13,-4,,,,,,,,
,-555,21,-3,,10,16,,,,2,4,,1,-7,4,,,8,,,,,
,178,-21,-4,,-2,-15,-4,,-14,-13,-13,,-4,-7,-13,,,-22,,,,,
,487,5,4,,-6,,-7,,-2,1,6,,6,9,-7,,,1,,,,,
,398,-14,2,,-2,7,3,,-3,5,-1,,5,-3,22,,,9,,,,,
,-326,9,-11,,11,-5,21,,14,10,1,,14,13,10,,,4,,,,,
,-78,-13,5,,-1,-1,-2,,1,-3,10,,-12,-1,,,,,,,,,
,629,4,-11,,7,-17,-16,,-5,-15,-12,,-3,3,4,,,-5,,,,,
,597,-5,3,,-2,-8,-5,,-8,-13,-1,,-6,1,-17,,,3,,,,,
,-1588,9,-7,,,14,6,,7,4,12,,9,-5,-2,,,3,,,,,
,-138,-6,-2,,-17,-7,13,,6,4,-5,,-1,2,-2,,,-6,,,,,
,4775,2,12,,1,2,-15,,-7,4,-11,,-18,-10,-13,,,-1,,,,,
,-3158,-4,15,,1,4,1,,11,,7,,3,3,12,,,-10,,,,,
,-1525,-13,-8,,4,6,7,,-2,6,-2,,11,-9,5,,,-6,,,,,
,-112,15,-11,,,5,5,,,4,6,,2,14,1,,,15,,,,,
,627,-21,2,,,-1,-3,,3,1,-3,,6,10,15,,,13,,,,,
,1813,-1,9,,19,8,-1,,1,-5,7,,-5,-5,-23,,,-4,,,,,
,-2397,,7,,-10,20,10,,10,15,17,,-4,10,20,,,11,,,,,
,-24,,-21,,-15,-15,-15,,-25,-18,-22,,-7,-2,-20,,,-13,,,,,
,4328,-10,16,,12,-4,2,,6,-4,5,,16,-7,5,,,3,,,,,
,-3495,5,10,,9,-8,11,,3,11,-4,,-2,6,22,,,-3,,,,,
,-946,,-7,,3,10,12,,11,10,4,,9,1,14,,,4,,,,,
,-80,-11,2,,-12,-8,-17,,-5,4,8,,-10,-9,-19,,,-9,,,,,
,2127,31,-11,,2,5,1,,-18,-14,,,-20,,-19,,,,,,,,
,-2121,-15,11,,-6,14,-1,,6,-2,-1,,14,3,15,,,6,,,,,
,-247,-16,12,,6,-11,4,,12,5,7,,7,5,5,,,7,,,,,
,-133,,-5,,14,3,-5,,12,-7,-2,,7,2,-8,,,-18,,,,,
,238,5,-4,,-6,-22,,,-4,-3,,,-3,5,-3,,,5,,,,,
,36,-5,-16,,1,7,11,,-9,13,-2,,-3,-6,-9,,,,,,,,
,-354,-1,-2,,-12,-8,-24,,-9,2,-3,,-2,-13,-7,,,-4,,,,,
,378,13,-5,,-6,-7,-10,,5,-14,-11,,-1,-1,16,,,9,,,,,
,-391,4,17,,7,17,19,,1,-2,,,-13,-3,-14,,,3,,,,,
,-188,-10,4,,-8,-6,9,,5,-8,-4,,1,9,7,,,-3,,,,,
,118,-1,4,,8,5,11,,2,23,9,,12,7,5,,,-4,,,,,
,-70,-18,-16,,3,-4,-24,,2,5,6,,-2,-8,-5,,,-6,,,,,
,25,1,8,,-1,21,3,,1,-3,13,,-2,-4,4,,,12,,,,,
,74,,-1,,-3,-3,18,,-6,2,-11,,14,12,-2,,,-7,,,,,
,70,4,-16,,-11,-16,-15,,4,-2,-5,,-7,-1,4,,,-1,,,,,
,984,-2,-9,,-4,5,-8,,-13,-3,-3,,-15,-11,-8,,,6,,,,,
,-539,-3,18,,15,-3,10,,-6,-13,5,,-2,-6,4,,,-4,,,,,
,155,1,3,,3,-10,-17,,-2,-9,-5,,-1,12,-10,,,7,,,,,
,113,1,13,,-7,19,14,,15,28,-10,,9,-2,17,,,-2,,,,,
,3370,,-21,,,-5,-11,,-13,-3,-4,,-14,-9,-7,,,-2,,,,,
,-3618,1,,,2,-16,-1,,-16,-6,-3,,2,,,,,3,,,,,
,3736,-3,-4,,2,8,10,,19,-3,29,,15,12,12,,,-11,,,,,
,-1155,2,1,,11,,-4,,,6,-2,,-5,-15,-12,,,-6,,,,,
,-3382,,19,,-7,8,2,,6,2,-14,,4,1,-11,,,7,,,,,
,-251,-26,9,,-6,-8,1,,-9,-4,-2,,6,12,-3,,,3,,,,,
,1271,27,-22,,-3,2,4,,3,-5,-5,,-12,-10,18,,,-1,,,,,
,-636,-2,-10,,-4,13,-21,,-5,-1,2,,-7,5,-2,,,1,,,,,
,-466,1,15,,,-12,3,,8,4,-2,,10,6,,,,10,,,,,
,1539,,11,,15,6,25,,2,1,3,,17,10,3,,,1,,,,,
,570,-37,-2,,1,3,6,,5,1,19,,-5,-10,8,,,-4,,,,,
,-1468,4,5,,7,3,-15,,8,-8,-5,,6,19,9,,,-6,,,,,
,4689,,-4,,1,,5,,-2,10,-6,,-9,-3,-2,,,-3,,,,,
,-3140,-9,-35,,-34,-15,-23,,-13,-18,-9,,-21,-17,-32,,,4,,,,,
,-454,9,7,,-1,7,7,,-14,4,7,,1,-16,12,,,,,,,,
,-852,-14,23,,32,9,25,,19,9,-2,,6,16,4,,,1,,,,,
,25,14,-15,,-19,-21,-23,,-8,-16,3,,-6,-1,-11,,,-6,,,,,
,2478,,7,,-5,2,11,,7,8,4,,17,-9,-3,,,9,,,,,
,-2615,11,-13,,7,-1,-8,,-5,-7,-16,,2,-4,-10,,,2,,,,,
,514,-43,22,,-5,9,-4,,,8,5,,-7,-2,13,,,-4,,,,,
,-396,-1,-6,,17,,17,,8,2,1,,1,9,10,,,-4,,,,,
,65,19,3,,3,-1,3,,4,7,3,,3,-3,-7,,,8,,,,,
,1543,-17,-3,,-16,-7,-1,,-11,-4,-2,,-1,4,3,,,-2,,,,,
,-1999,,1,,-1,8,1,,-1,-10,12,,-8,13,6,,,-12,,,,,
,850,,-6,,13,-1,-11,,1,6,-18,,1,-5,-6,,,4,,,,,
,-378,,14,,14,14,10,,10,10,11,,9,4,18,,,23,,,,,
,5560,-13,-14,,,-3,14,,6,-6,8,,13,4,4,,,-13,,,,,
,-3171,40,9,,-20,-11,-18,,-12,,-2,,-15,-3,-7,,,-2,,,,,
,-2958,-27,-4,,-5,-1,-7,,-5,5,-1,,3,-15,-16,,,-9,,,,,
,755,-10,,,-5,7,4,,-1,-10,-21,,-3,-7,-5,,,-1,,,,,
,100,10,8,,19,10,1,,11,10,3,,-7,19,12,,,,,,,,
,-68,-31,9,,11,3,16,,10,10,22,,11,16,26,,,11,,,,,
,-291,21,-21,,-19,-21,-14,,-11,-13,1,,8,-13,-17,,,,,,,,
,742,-25,-4,,-6,5,-21,,5,2,-5,,-8,-7,-10,,,-7,,,,,
,-1325,4,-3,,6,3,9,,-1,-3,,,-9,-3,-1,,,1,,,,,
,690,5,11,,5,-15,-1,,-6,1,-13,,3,,-18,,,2,,,,,
,-175,13,-1,,-2,2,-2,,-13,-3,-10,,-8,5,6,,,-6,,,,,
,-1,-13,-4,,-18,11,17,,-6,8,,,6,-8,2,,,9,,,,,
,33,-5,2,,1,5,-1,,11,-1,19,,-2,11,7,,,6,,,,,
,-237,5,2,,8,-5,-14,,1,1,3,,-6,-5,-3,,,-15,,,,,
,187,-18,-14,,5,,5,,7,,-11,,1,-5,10,,,,,,,,
,517,13,13,,,-2,1,,6,-13,26,,8,12,4,,,1,,,,,
,-46,,9,,7,-3,5,,2,,8,,6,6,8,,,12,,,,,
,1088,,-1,,4,2,6,,-9,-4,-17,,-10,-3,-4,,,-9,,,,,
,-1803,-30,-4,,-2,-7,2,,-12,,-23,,-2,-12,-20,,,-7,,,,,
,2842,17,-4,,6,5,-2,,,15,2,,16,-5,-10,,,-8,,,,,
,-269,,-5,,-8,-10,-16,,4,-8,,,-16,-3,-7,,,4,,,,,
,-2672,-18,-6,,-8,4,-1,,-10,10,5,,2,7,17,,,11,,,,,
,477,1,6,,6,10,-1,,5,4,-4,,11,-4,3,,,-8,,,,,
,404,-11,8,,6,-9,1,,8,-17,-8,,-8,1,-1,,,1,,,,,
,-752,11,-8,,11,19,18,,15,12,15,,8,4,-3,,,1,,,,,
,334,-12,-12,,-23,-6,-14,,-15,,-3,,-3,-5,10,,,2,,,,,
,195,3,1,,-8,-11,-7,,-1,-1,-6,,-10,6,-9,,,1,,,,,
,363,13,19,,19,2,23,,8,-19,17,,1,-2,6,,,9,,,,,
,-415,-15,-8,,13,-5,5,,1,13,-3,,5,-9,-1,,,-2,,,,,
,2377,11,7,,-23,-13,-8,,-4,10,3,,1,-4,-16,,,8,,,,,
,-2746,-10,-3,,-19,11,-11,,-7,9,-22,,-8,1,-1,,,,,,,,
,-13,1,-10,,25,16,-1,,7,-15,,,16,6,14,,,-10,,,,,
,431,17,11,,-6,4,7,,9,2,12,,2,21,9,,,-8,,,,,
,63,-39,4,,-6,-5,5,,-6,,5,,-9,3,-3,,,-17,,,,,
,-232,15,-2,,-4,-5,3,,-15,4,-3,,-4,-8,-2,,,15,,,,,
,122,-13,10,,10,9,10,,25,2,8,,30,9,12,,,10,,,,,
,-294,,-19,,-9,-16,-19,,-12,-9,-6,,-9,-17,-11,,,-5,,,,,
,100,-13,2,,2,13,-3,,-6,1,2,,-15,-9,-1,,,1,,,,,
,-364,3,30,,16,15,6,,10,18,4,,8,17,8,,,-2,,,,,
,140,9,-11,,-6,,1,,8,-12,-11,,2,3,-8,,,-2,,,,,
,-248,1,-19,,-23,-32,-5,,-17,-9,-5,,-13,-22,-21,,,8,,,,,
,-175,,12,,18,9,2,,6,2,13,,8,7,24,,,-1,,,,,
,674,,-3,,7,2,-7,,18,5,13,,-3,10,-2,,,5,,,,,
,-404,-2,19,,16,13,13,,-1,17,-13,,3,9,16,,,-14,,,,,
,68,-9,-1,,-3,8,-10,,-3,-9,4,,4,-12,-12,,,8,,,,,
,1071,-1,-31,,-21,-26,-5,,-7,-21,-16,,-16,-12,-13,,,2,,,,,
,178,1,3,,2,-5,,,-5,4,-5,,5,9,8,,,-12,,,,,
,-1493,-22,-9,,1,-7,-15,,-18,-7,-8,,1,-9,5,,,-1,,,,,
,85,,19,,10,23,26,,14,15,27,,11,11,10,,,11,,,,,
,204,,-3,,-9,11,7,,19,4,-5,,,13,-7,,,-6,,,,,
,275,-1,-11,,-3,-12,-8,,-25,-26,-9,,-25,-20,-3,,,3,,,,,
,1252,1,7,,-2,-15,-16,,-1,4,,,-4,3,-20,,,4,,,,,
,-1579,13,3,,6,-5,10,,,7,10,,9,18,5,,,10,,,,,
,124,-23,5,,7,18,19,,1,10,2,,15,-3,13,,,-2,,,,,
,-702,1,-8,,-2,-1,-9,,4,4,,,-6,-14,,,,-10,,,,,
,1486,9,-22,,-26,-17,-32,,-16,-12,-13,,-5,-10,-21,,,-5,,,,,
,-194,-28,12,,12,10,21,,5,-17,3,,9,2,8,,,5,,,,,
,-47,-3,13,,3,15,13,,17,12,-4,,-2,13,5,,,17,,,,,
,968,22,5,,21,-3,1,,7,4,3,,14,7,-3,,,-7,,,,,
,-975,-26,-3,,-10,8,-9,,-9,12,-1,,-15,5,5,,,-1,,,,,
,45,4,-23,,-17,-22,-8,,-22,-13,-18,,-28,-31,10,,,-9,,,,,
,896,20,10,,15,9,1,,12,-1,32,,6,20,-3,,,5,,,,,
,-1008,-20,11,,-8,7,24,,16,11,7,,17,-8,-2,,,,,,,,
,786,5,-5,,-12,-7,-11,,4,7,-15,,,-8,-3,,,4,,,,,
,-426,,5,,18,-8,6,,-14,-5,2,,-3,-1,,,,-16,,,,,
,-561,,-11,,-3,6,-9,,1,-11,5,,-4,13,-3,,,2,,,,,
,-515,-5,2,,-2,1,4,,2,-4,-11,,14,16,3,,,7,,,,,
,402,-10,13,,13,1,14,,5,5,,,24,-1,11,,,-3,,,,,
,1916,13,8,,-1,3,-7,,-6,5,12,,-18,-6,9,,,-3,,,,,
,1928,-22,-12,,-11,-15,-26,,-17,-15,-17,,-15,-10,-25,,,-2,,,,,
