Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Disabled (uV),F3 (uV),Fz (uV),F4 (uV),Disabled (uV),C3 (uV),Cz (uV),C4 (uV),Disabled (uV),P3 (uV),Pz (uV),P4 (uV),Disabled (uV),Disabled (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,-3592,9,-16,,-6,2,-2,,3,-3,-3,,-6,-4,-2,,,1,,,,,
,239,-22,15,,3,15,20,,15,13,18,,18,20,24,,,4,,,,,
,1327,2,-3,,3,-8,,,-1,-1,-5,,,-13,-12,,,-8,,,,,
,-1857,21,-1,,12,2,-12,,-2,,-6,,6,,1,,,,,,,,
,-99,-1,5,,1,-4,2,,-6,,1,,-4,,-4,,,14,,,,,
,1158,-3,,,-21,5,12,,14,4,-2,,-5,-3,1,,,-10,,,,,
,1229,-17,-1,,17,1,-11,,-5,,2,,-9,3,7,,,8,,,,,
,-2100,,8,,-1,,2,,-7,-6,14,,4,12,-10,,,-1,,,,,
,1373,,-2,,-11,-3,-13,,-3,-10,-12,,10,-29,-10,,,-5,,,,,
,-1081,,10,,14,8,-2,,,11,1,,-2,-4,6,,,3,,,,,
,-142,,-1,,6,12,13,,19,15,7,,14,21,10,,,7,,,,,
,245,-13,-27,,-21,-22,-16,,-14,-13,-22,,-25,-22,-9,,,-9,,,,,
,-742,13,1,,-4,-1,,,-8,2,11,,1,16,3,,,9,,,,,
,810,3,2,,7,8,8,,,-7,-14,,-8,-14,-4,,,-4,,,,,
,-460,-29,8,,16,6,7,,13,3,18,,10,12,7,,,,,,,,
,42,,19,,-14,7,8,,17,11,27,,16,10,5,,,-17,,,,,
,-218,13,-25,,-19,-20,-20,,-27,-17,-28,,-36,-19,-26,,,6,,,,,
,-429,-18,6,,25,12,,,11,7,-12,,10,-1,7,,,2,,,,,
,-35,-10,3,,-10,-2,9,,-2,16,8,,8,19,9,,,7,,,,,
,-262,10,-17,,4,-20,-6,,-8,-3,-18,,-8,-4,3,,,-1,,,,,
,-3,-8,16,,12,14,12,,-2,6,19,,8,8,11,,,1,,,,,
,100,8,-2,,-12,-9,-3,,5,-15,5,,8,-5,1,,,,,,,,
,-8,,-1,,-6,9,,,12,-3,7,,-2,-1,-13,,,4,,,,,
,1446,,7,,14,4,5,,5,15,14,,12,4,11,,,-9,,,,,
,618,,,,9,-8,-5,,-2,2,-4,,-6,-10,-7,,,-5,,,,,
,-1809,-9,6,,-4,12,11,,6,,-15,,-17,6,3,,,6,,,,,
,259,1,-5,,-7,2,-1,,-8,-5,11,,9,-8,-2,,,3,,,,,
,-443,-2,-10,,-9,-19,-17,,-17,-9,-10,,-7,-14,,,,8,,,,,
,963,-13,6,,9,10,8,,6,6,-5,,14,25,-1,,,3,,,,,
,178,14,6,,5,11,6,,4,4,15,,-2,6,6,,,-4,,,,,
,-50,1,-1,,-15,-12,-2,,7,-20,1,,-5,-5,-1,,,-8,,,,,
,679,-56,-14,,-10,-9,-16,,-10,7,-16,,-6,5,-14,,,4,,,,,
,1403,9,5,,24,8,6,,,5,6,,5,-3,18,,,3,,,,,
,-2371,-3,9,,-1,12,20,,7,-2,12,,-2,-6,5,,,,,,,,
,-675,6,5,,-8,-13,-2,,-4,9,-8,,9,3,-3,,,1,,,,,
,-106,29,-4,,5,-3,,,9,3,1,,7,12,-14,,,-5,,,,,
,303,-42,1,,-7,,-13,,-6,-20,-9,,-16,-9,-2,,,1,,,,,
,-94,12,-9,,-1,14,5,,-3,9,2,,-1,-5,7,,,13,,,,,
,204,-11,-1,,-1,-10,,,-13,-1,-8,,14,-2,-13,,,-11,,,,,
,1394,-17,-3,,1,-13,-11,,-3,-13,-11,,-14,-8,-12,,,-13,,,,,
,-757,1,3,,4,15,6,,12,5,12,,10,-3,10,,,14,,,,,
,92,17,,,2,,-2,,-1,,-1,,-5,,19,,,1,,,,,
,-761,,-3,,-3,-11,3,,4,-7,2,,-8,-5,2,,,3,,,,,
,-204,-2,12,,6,15,13,,3,30,11,,18,16,13,,,-4,,,,,
,170,-20,-5,,8,-4,-1,,-1,-8,7,,-2,-1,-19,,,-3,,,,,
,57,2,-13,,-14,-5,-9,,1,-8,-17,,-18,-9,-11,,,2,,,,,
,-195,-1,10,,1,12,4,,3,2,5,,3,10,6,,,-2,,,,,
,-67,,8,,11,1,4,,-2,6,8,,14,1,3,,,7,,,,,
,282,,10,,3,3,-8,,-2,1,-1,,6,2,,,,-7,,,,,
,2477,,12,,-2,6,24,,13,9,5,,7,6,11,,,-5,,,,,
,-2300,-8,-29,,-12,-8,-3,,-9,-18,-11,,-22,1,-16,,,6,,,,,
,-412,10,,,-7,1,-9,,,8,8,,-4,12,-11,,,4,,,,,
,36,-12,-19,,2,-13,-16,,-8,-10,-11,,-2,-25,8,,,-4,,,,,
,774,-22,5,,-10,2,8,,16,3,2,,1,-3,8,,,3,,,,,
,-418,20,25,,9,4,,,-3,15,4,,27,1,8,,,9,,,,,
,-391,-19,-12,,-1,-22,-12,,-7,-31,-12,,-15,1,-7,,,-9,,,,,
,639,,3,,-2,4,2,,-6,2,2,,-16,3,-8,,,3,,,,,
,-520,-11,6,,4,12,-10,,-6,16,5,,9,-3,11,,,-14,,,,,
,-23,11,2,,6,-4,13,,8,4,5,,9,-3,12,,,3,,,,,
,43,-13,-5,,-9,12,2,,9,1,-8,,-9,1,-7,,,11,,,,,
,502,13,-14,,3,-8,-13,,-2,-8,,,5,3,-2,,,4,,,,,
,-64,1,8,,11,1,-2,,2,11,11,,1,5,7,,,-12,,,,,
,-309,-12,10,,2,6,23,,-6,15,10,,,-1,5,,,-5,,,,,
,2525,10,-7,,-9,-9,-13,,-3,-11,-12,,1,-3,-23,,,3,,,,,
,-1259,-20,-12,,-9,-11,-15,,-9,-13,-14,,-7,-8,-6,,,-7,,,,,
,-1097,20,12,,6,5,22,,21,7,19,,-2,10,16,,,5,,,,,
,-335,-8,-1,,3,20,5,,-11,-4,-6,,8,3,-4,,,5,,,,,
,2128,-24,-7,,2,-3,-11,,-9,-7,-3,,-11,-8,-4,,,-7,,,,,
,-1742,24,13,,8,-1,-3,,16,18,,,7,5,8,,,-6,,,,,
,-186,-1,4,,5,,8,,3,9,3,,5,9,-1,,,8,,,,,
,-305,-20,-11,,-18,-20,-4,,-13,-25,-13,,-18,-7,-6,,,-4,,,,,
,481,-11,-5,,-5,-1,,,3,,11,,-1,10,-11,,,12,,,,,
,-480,11,6,,3,10,7,,17,13,6,,14,8,14,,,10,,,,,
,313,-11,-1,,7,4,-7,,-18,-10,-6,,2,-26,5,,,-16,,,,,
,-321,,-1,,12,1,-2,,-2,3,-1,,1,,-9,,,1,,,,,
,784,,-10,,-18,1,-3,,-4,-10,-14,,-5,,-14,,,,,,,,
,-751,13,6,,-7,-3,-2,,,-4,15,,4,2,6,,,-9,,,,,
,141,-2,7,,19,2,13,,24,8,15,,3,4,14,,,7,,,,,
,128,-10,-11,,-6,-5,,,-10,7,-16,,7,2,3,,,6,,,,,
,136,-1,9,,-2,11,18,,2,18,-9,,-4,20,4,,,-4,,,,,
,1,,9,,7,3,2,,6,-9,19,,11,-13,,,,14,,,,,
,-343,-2,-7,,-7,-11,-13,,-10,-16,-16,,-18,-7,-14,,,-10,,,,,
,94,-18,,,-13,-9,-13,,-13,-7,-2,,,-7,-11,,,-8,,,,,
,-338,18,-3,,,2,,,15,5,3,,4,7,3,,,1,,,,,
,461,-19,3,,17,-1,10,,10,35,13,,-2,5,7,,,7,,,,,
,-230,1,-7,,-2,12,-11,,-10,-17,,,2,-5,3,,,-5,,,,,
,165,-10,-7,,-3,-1,-9,,-5,-6,-12,,-3,5,6,,,-4,,,,,
,-192,9,8,,3,-20,6,,-15,-10,4,,-10,-5,-8,,,17,,,,,
,-367,-9,5,,2,19,17,,,10,-1,,-8,-2,2,,,-11,,,,,
,1938,3,8,,,9,-3,,6,1,-1,,6,8,16,,,4,,,,,
,-1212,28,-10,,,-22,-10,,7,-15,-7,,7,-4,-18,,,-3,,,,,
,-428,-20,-8,,-5,2,-1,,-14,,2,,-5,2,-2,,,-3,,,,,
,-69,-32,6,,6,15,1,,7,14,-6,,3,-9,9,,,11,,,,,
,1007,19,-3,,-15,-19,-8,,14,-5,-1,,-2,2,3,,,-3,,,,,
,-803,-21,3,,-8,6,-1,,,-12,17,,-6,8,-9,,,-11,,,,,
,2937,2,-12,,2,-12,-18,,-22,-12,-7,,2,-24,-2,,,-1,,,,,
,-2521,21,1,,,1,5,,-14,-6,-8,,-7,-3,-10,,,-6,,,,,
,1113,-32,6,,5,15,23,,9,17,12,,5,14,-3,,,4,,,,,
,-630,12,2,,9,3,5,,10,3,13,,14,13,11,,,-2,,,,,
,-986,-11,3,,,-3,,,15,11,-13,,8,-6,4,,,3,,,,,
,-28,,3,,5,16,1,,1,-1,8,,-4,-13,3,,,5,,,,,
,746,11,9,,11,-9,-1,,1,-5,4,,-1,4,10,,,5,,,,,
,-473,-1,-2,,-9,2,-10,,-5,5,-11,,-1,7,-7,,,,,,,,
,-51,-11,-10,,-25,-1,10,,-5,-16,-8,,-9,-4,1,,,3,,,,,
,243,12,8,,6,-6,-9,,-2,3,-5,,-2,-1,6,,,-11,,,,,
,460,-12,-4,,20,9,4,,2,9,21,,5,5,1,,,6,,,,,
,-396,1,-18,,-21,-26,-3,,-19,-6,-23,,-5,-17,-40,,,-13,,,,,
,-415,-23,12,,29,11,8,,26,7,,,2,16,19,,,1,,,,,
,670,23,7,,-5,15,-1,,5,3,27,,12,4,10,,,15,,,,,
,380,1,-10,,-10,-9,-10,,-9,-5,-13,,-4,-2,-9,,,2,,,,,
,-891,-22,8,,4,-4,3,,-3,1,-2,,-4,15,13,,,-12,,,,,
,-129,-1,2,,-6,6,4,,-12,-10,5,,-6,-13,-10,,,-7,,,,,
,158,-8,17,,7,4,10,,24,17,4,,15,10,9,,,8,,,,,
,-419,-2,-17,,-5,-9,-27,,-10,-3,-13,,-14,3,-12,,,12,,,,,
,966,16,-2,,5,2,,,-12,-3,-8,,-6,-17,-5,,,1,,,,,
,-672,-5,3,,7,7,18,,26,2,4,,8,2,18,,,-1,,,,,
,996,3,3,,-5,3,17,,-6,1,1,,3,5,-1,,,-3,,,,,
,-1412,,-7,,-2,-2,-12,,-14,-5,-2,,-11,2,-4,,,-2,,,,,
,145,-3,10,,13,3,-8,,15,-7,2,,2,1,-8,,,-4,,,,,
,1079,-31,-2,,-8,-4,15,,6,23,24,,3,1,12,,,-3,,,,,
,-531,-1,2,,-10,-11,-3,,-13,-6,-2,,-5,-12,-12,,,9,,,,,
,-263,2,-25,,-2,-6,-16,,-12,-22,-32,,2,-4,-1,,,6,,,,,
,273,21,12,,-2,7,1,,18,6,7,,14,4,-2,,,-5,,,,,
,534,-3,-10,,11,-8,5,,6,12,8,,2,3,,,,-2,,,,,
,-115,-29,3,,-10,10,2,,-11,-2,9,,-3,-6,,,,-5,,,,,
,76,-3,10,,2,-9,-7,,-2,-11,-4,,-12,-4,-5,,,-6,,,,,
,898,3,-8,,-3,,-7,,7,-3,-5,,5,-1,2,,,-3,,,,,
,-246,12,-4,,-3,8,16,,-14,21,-8,,,12,11,,,14,,,,,
,-2042,12,12,,,2,-8,,-8,-21,9,,3,-9,2,,,-7,,,,,
,418,-25,-4,,2,-6,-4,,10,-11,2,,6,-2,,,,-2,,,,,
,1667,12,7,,5,1,5,,2,15,-6,,-14,-3,-8,,,9,,,,,
,-1934,,-3,,7,5,1,,-12,-3,10,,-10,11,6,,,-9,,,,,
,3364,-10,-12,,-7,-1,4,,10,5,-10,,23,1,-7,,,-5,,,,,
,-1811,-1,15,,6,18,-3,,18,10,,,7,11,4,,,4,,,,,
,3162,1,2,,14,-3,-4,,-3,9,-12,,3,-16,2,,,18,,,,,
,-2296,-1,-17,,-12,-10,11,,-6,3,14,,9,2,7,,,-3,,,,,
,-1958,18,15,,6,5,,,10,-6,18,,-4,8,4,,,-4,,,,,
,-155,-49,2,,-10,-5,-12,,-12,-6,4,,-5,-2,-6,,,-10,,,,,
,2093,-1,2,,,,4,,-15,4,-16,,-1,-2,1,,,,,,,,
,-1946,16,1,,-6,-2,5,,11,-1,-8,,-5,-17,-4,,,-8,,,,,
,-39,-14,-7,,-10,-3,3,,-1,-13,9,,-14,7,4,,,10,,,,,
,433,,-5,,-1,,-26,,,-15,-12,,-8,-2,-16,,,4,,,,,
,636,,12,,1,7,14,,,4,4,,19,7,3,,,7,,,,,
,-1289,-2,4,,4,,-8,,4,1,4,,-4,11,-2,,,-11,,,,,
,-101,2,-6,,11,-14,19,,1,10,-3,,6,-4,-2,,,3,,,,,
,-254,-23,-16,,2,2,3,,-8,-6,-2,,-9,-18,10,,,1,,,,,
,501,2,-1,,-5,3,,,16,12,8,,6,11,4,,,-2,,,,,
,1027,20,12,,-2,-7,1,,-9,-1,3,,,16,-3,,,4,,,,,
,-248,-19,4,,12,18,7,,2,-3,8,,3,-7,,,,-2,,,,,
,544,,-3,,-3,-1,-13,,5,-1,-4,,-22,-10,3,,,-1,,,,,
,-1160,-1,-10,,-13,-2,-4,,-17,-6,-3,,-2,-8,-6,,,-4,,,,,
,2,-12,2,,6,-14,4,,-5,-3,3,,25,10,4,,,2,,,,,
,-363,13,2,,-4,-2,-16,,10,5,-5,,-5,-1,-5,,,6,,,,,
,2017,,8,,10,4,7,,8,12,2,,-8,12,1,,,-2,,,,,
,-240,,2,,15,19,22,,11,15,11,,3,10,12,,,5,,,,,
,-2121,-1,-8,,-30,-20,-17,,-17,-25,-28,,-2,-9,-16,,,,,,,,
,5952,1,2,,2,-6,-5,,-5,-3,5,,-6,-6,1,,,-7,,,,,
,-3151,,-2,,8,4,2,,3,-4,-10,,-1,-13,4,,,8,,,,,
,-2694,-12,2,,11,5,16,,8,6,5,,8,6,14,,,-2,,,,,
,3610,1,1,,14,20,6,,13,21,17,,12,10,-1,,,-4,,,,,
,-2312,-23,-3,,-15,,-16,,-18,-4,-15,,-8,-1,-5,,,-6,,,,,
,-634,24,6,,-17,-19,-13,,-6,-28,1,,-3,-5,-3,,,4,,,,,
,-366,-21,-3,,-5,4,12,,10,5,6,,-9,1,,,,-1,,,,,
,345,-11,3,,4,-1,-6,,-1,5,-2,,4,-9,-10,,,3,,,,,
,-627,11,4,,10,3,3,,-3,19,,,5,1,6,,,1,,,,,
,81,-13,-11,,6,,5,,,-7,-8,,,3,4,,,-9,,,,,
,-73,13,-12,,-19,-11,-12,,-7,-13,-4,,2,-5,-15,,,5,,,,,
,637,29,1,,9,3,-2,,-6,,,,-1,-7,,,,8,,,,,
,-499,-28,6,,4,13,10,,17,7,12,,3,12,3,,,-6,,,,,
,48,-11,8,,6,6,4,,3,1,-2,,-5,10,25,,,-4,,,,,
,-196,-1,1,,-7,-16,-16,,-11,-3,,,9,-7,-11,,,2,,,,,
,1129,-1,1,,-1,2,4,,13,14,8,,,11,1,,,-9,,,,,
,-929,-19,4,,,4,7,,9,15,-2,,-14,-4,-6,,,15,,,,,
,-249,20,10,,5,12,6,,-8,-6,6,,4,12,-2,,,5,,,,,
,6,-19,13,,10,5,10,,,-5,8,,22,3,25,,,-5,,,,,
,183,-1,-18,,-9,-18,-20,,-9,-8,-9,,-19,-13,-12,,,-16,,,,,
,122,19,-24,,-16,-12,-1,,-10,-3,-17,,-5,-9,-7,,,10,,,,,
,-218,-29,16,,7,11,5,,6,-4,16,,15,12,-8,,,7,,,,,
,1645,10,-3,,-8,-2,,,-12,-9,-3,,-17,-23,-11,,,-3,,,,,
,-1545,-1,-3,,10,2,8,,10,12,-7,,-11,-5,4,,,,,,,,
,5302,1,-5,,7,3,12,,16,5,,,18,21,16,,,-8,,,,,
,-3014,,,,-8,1,-7,,-8,,-1,,-8,-9,6,,,2,,,,,
,-2206,-10,8,,3,15,-14,,-12,5,,,-2,4,-8,,,9,,,,,
,-192,,-7,,-9,-23,-16,,-7,-11,1,,-9,2,-13,,,-6,,,,,
,1649,5,-7,,-5,-2,5,,5,9,-7,,13,-16,6,,,-3,,,,,
,-1337,5,3,,7,-1,7,,9,-15,-3,,,4,-7,,,3,,,,,
,1775,-34,-5,,-7,-5,-11,,-13,-17,-9,,-5,-12,-3,,,,,,,,
,-1538,20,15,,12,10,17,,8,23,19,,7,28,18,,,-1,,,,,
,-816,-21,-4,,-3,-7,,,-14,-7,8,,-2,6,-2,,,-2,,,,,
,-190,18,11,,-2,17,5,,8,1,-13,,23,-3,-2,,,-3,,,,,
,159,-6,2,,15,-3,,,20,4,2,,-4,7,-3,,,11,,,,,
,-153,2,-13,,-9,8,5,,-1,-2,5,,-12,-12,10,,,-4,,,,,
,112,-1,-2,,-2,-4,-6,,-14,15,-10,,-12,-4,-2,,,-6,,,,,
,1264,-18,9,,-5,-7,1,,10,-5,13,,3,7,-3,,,5,,,,,
,11786,18,7,,11,6,9,,11,-6,10,,13,3,3,,,,,,,,
,-3285,-17,-19,,-13,-6,-16,,-18,-16,-8,,-14,-12,-16,,,-5,,,,,
,-1792,17,-10,,3,-5,-8,,7,10,2,,,-10,17,,,5,,,,,
,-3333,-17,8,,3,4,-6,,-2,,2,,8,,-8,,,-5,,,,,
,-3620,15,14,,3,7,24,,6,9,2,,11,18,5,,,13,,,,,
,8,-16,5,,15,5,-1,,12,16,-3,,6,-5,15,,,-3,,,,,
,3359,,10,,-8,-10,3,,1,-23,,,-13,3,,,,-3,,,,,
,-2332,,-1,,5,-7,-4,,-19,8,-17,,11,7,-16,,,-4,,,,,
,-1747,-1,-10,,-3,-17,-6,,,-1,-1,,-14,-15,-25,,,-3,,,,,
,1007,1,2,,3,17,7,,16,8,14,,9,25,26,,,4,,,,,
,-1256,-8,-7,,,11,,,-6,-11,3,,-9,-8,13,,,14,,,,,
,1266,8,5,,-14,-8,-3,,-2,-4,6,,6,-8,-18,,,-5,,,,,
,-353,,-18,,11,-10,-9,,3,8,-2,,-4,6,-7,,,-11,,,,,
,-40,-27,5,,-9,8,7,,-4,,-6,,3,-9,-2,,,8,,,,,
,1192,12,10,,-1,9,14,,-6,8,2,,-3,3,12,,,-10,,,,,
,2929,-27,-1,,3,-3,1,,4,-11,-11,,3,-3,-9,,,,,,,,
,-3397,32,20,,18,5,-1,,13,7,9,,9,22,18,,,10,,,,,
,-1310,-30,-6,,-2,1,-9,,-18,6,6,,,8,1,,,1,,,,,
,18,-5,-10,,-8,,3,,-4,5,4,,-5,-13,-3,,,-7,,,,,
,710,1,-5,,-5,-2,-15,,4,-14,-12,,-17,-17,-11,,,8,,,,,
,-1202,,5,,-11,-1,,,14,2,,,3,-3,8,,,-5,,,,,
,1197,-3,17,,15,4,15,,8,10,7,,8,13,-3,,,7,,,,,
,-767,-9,-14,,-8,-16,-6,,-12,-23,,,6,1,8,,,-2,,,,,
,178,-6,-11,,-6,-18,-10,,-18,-21,-12,,-4,-11,-12,,,-11,,,,,
,392,22,-5,,-1,7,-2,,-6,13,4,,-3,-11,-10,,,-6,,,,,
,1647,-27,-6,,-4,13,,,-3,5,-8,,-6,-4,10,,,1,,,,,
,-1739,11,14,,10,8,8,,22,14,4,,-6,5,4,,,16,,,,,
,-448,,,,-14,-10,7,,-9,-12,-8,,5,4,-5,,,-4,,,,,
,174,-17,-11,,6,-14,-6,,-19,6,12,,2,-4,-8,,,,,,,,
,-107,14,,,-3,-5,-14,,6,-9,1,,-2,4,1,,,5,,,,,
,1244,-1,15,,20,25,26,,23,21,17,,6,21,19,,,-3,,,,,
,-1922,5,-7,,-6,-1,-9,,-20,-12,-19,,1,-12,-13,,,-1,,,,,
,264,-20,13,,-14,-1,1,,7,2,-2,,13,2,2,,,-3,,,,,
,78,-1,2,,2,,4,,17,-7,2,,-19,-5,2,,,-6,,,,,
,887,-12,-19,,3,-7,-3,,-14,-1,,,-12,-12,-15,,,9,,,,,
,-91,15,2,,10,15,-4,,9,12,10,,11,14,17,,,-2,,,,,
,-956,2,2,,1,-5,-6,,-9,-6,-1,,4,-13,4,,,-4,,,,,
,-74,-6,-8,,1,3,3,,-3,-1,-13,,13,,-3,,,4,,,,,
,-41,-10,7,,-12,4,15,,11,10,6,,-8,9,2,,,-2,,,,,
,791,13,4,,,-7,,,-1,-7,1,,-10,11,-6,,,-7,,,,,
,-643,-13,-4,,10,-13,-15,,-6,-7,-6,,5,1,7,,,,,,,,
,-178,-17,2,,-2,13,-6,,-8,5,-3,,8,-5,-5,,,15,,,,,
,12,18,1,,-10,12,5,,19,,20,,11,-7,15,,,-6,,,,,
,5121,-3,-7,,7,1,20,,13,2,,,-4,17,-7,,,-11,,,,,
,-3330,-14,6,,,-5,-14,,-15,-3,-21,,-20,-3,-18,,,,,,,,
,-1470,6,13,,7,3,10,,-3,3,3,,11,2,,,,9,,,,,
,874,-15,-2,,-11,-11,-5,,13,-1,2,,,-15,9,,,9,,,,,
,-1392,20,-19,,,-3,-7,,-15,3,10,,7,5,1,,,-7,,,,,
,347,-14,-10,,,-12,5,,-6,-9,-1,,,2,-2,,,-4,,,,,
,3657,-1,8,,-6,,-13,,-1,-15,-21,,-20,-14,-19,,,3,,,,,
,-2230,3,22,,15,21,6,,4,17,7,,12,10,7,,,-1,,,,,
,-392,-3,-10,,6,6,13,,8,-1,2,,3,10,32,,,5,,,,,
,-46,-1,-13,,-19,-10,-20,,-5,13,5,,-13,-13,-18,,,-1,,,,,
,-917,-14,2,,4,-12,5,,-3,5,-6,,2,3,-7,,,-1,,,,,
,183,-15,-10,,-2,-13,-10,,-12,-17,,,-3,-11,6,,,-4,,,,,
,260,,20,,5,15,11,,7,-2,-4,,1,1,,,,-1,,,,,
,-260,16,9,,6,13,3,,26,10,13,,15,,8,,,2,,,,,
,-306,,-8,,-19,2,-5,,-16,-7,-4,,-10,-6,-12,,,-10,,,,,
,-200,-15,-5,,-1,-27,-13,,-10,-8,-17,,-2,8,-12,,,,,,,,
,1420,-1,-1,,17,16,12,,5,11,25,,7,20,16,,,13,,,,,
,1734,15,5,,-1,6,18,,-10,4,-2,,,-1,1,,,16,,,,,
,-2767,-12,,,-6,8,1,,23,-9,-5,,-3,-13,-1,,,-13,,,,,
,554,,-5,,-7,-8,-5,,-10,-21,-5,,2,-8,-11,,,-7,,,,,
,-692,-3,2,,8,-2,2,,,9,-6,,4,8,7,,,2,,,,,
,330,5,-8,,,-8,-7,,6,5,21,,-3,-5,19,,,,,,,,
,199,-2,13,,-8,14,-1,,-3,-2,-3,,,-8,-3,,,-5,,,,,
,-57,-2,19,,11,11,8,,5,31,6,,10,12,-4,,,9,,,,,
,-106,-2,-6,,1,-24,-13,,-11,-8,-9,,-7,7,-10,,,2,,,,,
,-97,-16,-10,,-15,-8,-8,,-8,-10,-10,,-17,-12,-3,,,-7,,,,,
,266,,-12,,8,3,1,,6,-2,-7,,-1,-13,-9,,,-3,,,,,
,-494,17,5,,16,8,13,,15,22,5,,9,12,5,,,2,,,,,
,564,-17,1,,-3,1,2,,-1,-13,4,,-6,6,1,,,-1,,,,,
,-666,1,18,,5,10,-7,,-7,-7,8,,8,8,16,,,4,,,,,
,120,10,-11,,-21,-3,-8,,-22,-3,,,7,-12,-8,,,-3,,,,,
,254,-10,-11,,-5,-12,5,,2,5,-17,,-11,-8,-5,,,-5,,,,,
,-657,-1,19,,21,13,19,,33,7,25,,1,23,9,,,5,,,,,
,1695,-1,-3,,-10,-9,-4,,-19,-7,-7,,,-14,-1,,,10,,,,,
,-1032,-7,-4,,10,12,,,7,-8,-14,,7,4,2,,,-9,,,,,
,638,-18,-4,,10,-6,-8,,-5,-2,8,,-6,4,-5,,,-3,,,,,
,554,3,,,5,1,-15,,3,12,16,,9,-1,,,,2,,,,,
,-1067,15,17,,-10,5,17,,10,11,5,,6,5,12,,,6,,,,,
,129,-36,-19,,-3,-6,9,,-11,-3,-10,,-15,-1,1,,,,,,,,
,-668,17,-1,,-1,-9,-9,,7,,-1,,11,6,-3,,,-6,,,,,
,773,-21,8,,-8,1,-9,,4,-8,8,,5,3,-7,,,5,,,,,
,28,22,-15,,-2,13,7,,-4,6,-13,,-14,-3,-6,,,-10,,,,,
,68,1,6,,-1,-8,12,,12,10,2,,10,4,3,,,7,,,,,
,492,-2,16,,7,3,-5,,-20,-6,1,,-18,-18,,,,8,,,,,
,-742,-17,-12,,-6,-9,-17,,-4,-13,-17,,-6,-12,-17,,,-6,,,,,
,-411,-11,6,,8,7,12,,4,6,10,,16,17,22,,,-2,,,,,
,321,-1,-9,,-17,-5,,,1,-13,13,,7,5,-4,,,7,,,,,
,275,11,3,,-1,-4,4,,9,-3,-4,,-5,-14,4,,,-7,,,,,
,-27,-10,12,,22,16,-20,,-7,7,,,-4,8,12,,,-2,,,,,
,-265,,-5,,-3,13,17,,-10,11,-1,,5,8,-9,,,-3,,,,,
,861,9,-8,,-11,-32,-3,,9,-5,-21,,-3,-21,-15,,,-7,,,,,
,-764,-32,-1,,3,2,-4,,-6,-17,5,,1,7,,,,7,,,,,
,2408,22,9,,2,11,23,,18,13,20,,13,13,4,,,13,,,,,
,-2769,4,-2,,1,-2,-20,,-4,16,-4,,4,-3,7,,,-5,,,,,
,706,-3,-1,,2,-4,6,,-7,-19,2,,-5,7,2,,,3,,,,,
,296,-20,-26,,-19,-9,-15,,-8,-12,-13,,-18,-15,7,,,5,,,,,
,-605,3,15,,11,-4,-12,,-7,2,5,,,-2,-12,,,-7,,,,,
,90,-17,15,,,14,20,,13,15,15,,15,18,,,,-3,,,,,
,526,37,12,,7,6,,,7,5,-11,,1,-6,2,,,2,,,,,
,-1090,-24,-21,,-5,10,-10,,-8,-15,-3,,-13,-9,-2,,,4,,,,,
,425,-10,-3,,-10,3,22,,-5,-1,11,,-10,6,-1,,,-7,,,,,
,-119,,-8,,9,-20,-10,,2,-2,-12,,5,-12,-14,,,6,,,,,
,1103,14,12,,6,5,1,,6,4,3,,3,-7,15,,,3,,,,,
,1459,-4,17,,6,12,13,,,29,10,,7,12,21,,,-4,,,,,
,-2077,-19,-19,,-12,-36,-14,,4,-23,-23,,-16,,-10,,,-2,,,,,
,-716,14,-23,,-5,-4,-15,,-26,-19,-8,,3,-7,-22,,,,,,,,
,196,-20,5,,3,15,-3,,6,-1,4,,-1,-2,,,,-3,,,,,
,-418,-8,12,,14,9,18,,2,5,1,,1,7,10,,,1,,,,,
,-148,3,-7,,-6,-3,-11,,-1,4,2,,-5,1,3,,,-4,,,,,
,2047,2,-2,,-1,-3,-2,,9,-3,4,,-2,-14,-7,,,4,,,,,
,-1989,-16,21,,3,13,18,,8,24,12,,12,18,5,,,-5,,,,,
,1164,15,-4,,-4,6,-7,,,-5,-11,,-1,,5,,,-3,,,,,
,-408,-15,8,,13,7,7,,10,1,9,,17,6,-1,,,9,,,,,
,-710,12,-14,,-7,-11,-11,,-23,4,-13,,6,3,-4,,,-3,,,,,
,450,-6,-12,,-15,-13,-13,,-14,-8,-2,,-29,-13,-5,,,4,,,,,
,-404,5,15,,4,10,14,,12,-7,5,,-5,-8,,,,3,,,,,
,1307,,11,,8,1,16,,12,17,19,,5,17,10,,,,,,,,
,1174,13,-6,,8,-10,-12,,-1,-1,-14,,5,,-13,,,-10,,,,,
,-1694,-21,-8,,2,,-10,,-3,-5,2,,2,-14,-1,,,,,,,,
,245,-7,-2,,-11,1,-1,,-17,,-8,,4,9,5,,,6,,,,,
,-177,11,2,,9,18,9,,19,-5,9,,-1,-7,4,,,1,,,,,
,1958,-15,4,,5,-7,11,,4,4,1,,-3,10,14,,,2,,,,,
,-2840,3,7,,12,-7,17,,12,10,6,,12,8,12,,,-5,,,,,
,-42,18,3,,-13,22,8,,9,3,5,,10,1,3,,,2,,,,,
,728,-8,-16,,-28,-18,-23,,-21,-17,-21,,-15,-15,-20,,,-6,,,,,
